001_0001;117.3008195;117.3044173;1652.253958;1653.217658;0.000236523;0.000236523;493.8573998;11.61080495;0.1361978;0.000514658;117.7075955;117.7085065;1702.504348;1702.744133;0.000215617;0.000215617;643.0431589;13.16181746;0.122779441;0.000476418;117.2539991;117.2526851;1646.986273;1646.632677;0.00022212;0.00022212;531.3908821;12.27770795;0.128572754;0.000509264;117.5805027;117.5766556;1687.468927;1686.439838;0.000210477;0.000210477;636.6529978;13.33702838;0.12134297;0.000480927;;0.634769492;0.635076129;0.090637213;0.090651445;0.000869643;0.000869643;0.005599131;0.033210379;0.300844612;0.316677424;0.619456457;0.619043954;0.091380052;0.09108673;0.001040518;0.001040518;0.007271438;0.035639996;0.304820091;0.36702685;0.668539167;0.667840335;0.091038375;0.089956572;0.000768719;0.000768719;0.006357563;0.037156896;0.25606789;0.313494512;0.617725275;0.616705496;0.091234092;0.092237548;0.000854905;0.000854905;0.006579633;0.037606003;0.311516553;0.331698315
001_0002;117.6706675;117.6729429;1609.41391;1610.022588;0.000254831;0.000254831;432.7553685;10.4364743;0.143425754;0.000537722;118.0822322;118.0825157;1660.190765;1660.26348;0.000229578;0.000229578;600.617195;12.11915159;0.129320758;0.000493376;117.6585123;117.6570047;1608.382348;1607.976964;0.000240728;0.000240728;496.0900868;11.19559095;0.135503528;0.000525912;117.9621388;117.9591588;1645.802052;1645.004661;0.000224473;0.000224473;586.3987909;12.29201907;0.126851135;0.000499456;;0.637887011;0.6381796;0.08757742;0.08756611;0.001022376;0.001022376;0.00453372;0.028234987;0.316812336;0.328997882;0.622575923;0.622161099;0.088336865;0.088042032;0.001180284;0.001180284;0.006529708;0.031199467;0.321062289;0.378047801;0.672097478;0.671403954;0.088257638;0.087205127;0.000923946;0.000923946;0.005740585;0.032571479;0.269873222;0.322290781;0.620874894;0.619870699;0.088274084;0.089258834;0.000971637;0.000971637;0.005702702;0.033167013;0.325659364;0.342540337
001_0003;116.802421;116.8053755;1622.057974;1622.850797;0.000265844;0.000265844;434.9715736;10.11803683;0.151167252;0.00053373;117.2585265;117.2592413;1678.620405;1678.811264;0.000233724;0.000233724;633.539924;12.09963121;0.130162305;0.000483287;116.7869868;116.7841467;1620.732346;1619.968383;0.000249297;0.000249297;504.2912184;10.96677855;0.13902207;0.000521115;117.0968056;117.0912812;1659.417466;1657.934334;0.000229154;0.000229154;596.9300149;12.10977215;0.13031818;0.000494405;;0.630568396;0.630873538;0.088480505;0.088482403;0.001114251;0.001114251;0.004572363;0.026885835;0.333914563;0.326865552;0.615717219;0.615299596;0.089662322;0.0893714;0.001221795;0.001221795;0.007105294;0.031116333;0.323151866;0.37149122;0.664431082;0.6637107;0.089147239;0.088058655;0.000995439;0.000995439;0.005883922;0.031601898;0.276881768;0.319756166;0.613733353;0.612689035;0.089241321;0.090188329;0.001010685;0.001010685;0.005886471;0.032392865;0.334561377;0.339585034
001_0004;122.9298871;122.9326354;1742.82511;1743.529365;0.000271669;0.000271669;517.7550665;10.12652625;0.159032783;0.000488471;123.3785829;123.3793774;1794.980089;1795.176012;0.000232969;0.000232969;690.8365286;12.08174615;0.138450347;0.000449883;123.0228302;123.0212369;1753.697026;1753.286362;0.000248713;0.000248713;614.6199581;11.19433962;0.146675;0.000470344;123.4644506;123.4609406;1804.801397;1803.903239;0.000222731;0.000222731;746.9980987;12.72686626;0.133530726;0.000439493;;0.682217976;0.682473147;0.097106135;0.097102224;0.00116285;0.00116285;0.006015825;0.026921803;0.351290799;0.302688137;0.666676759;0.666307291;0.098030893;0.09771156;0.001214229;0.001214229;0.008107006;0.031040164;0.34373121;0.349781241;0.719284837;0.71868358;0.098725016;0.097547993;0.000990563;0.000990563;0.007812218;0.032566177;0.292125555;0.292930185;0.666285125;0.665397804;0.099569373;0.10068182;0.000957111;0.000957111;0.008505144;0.035014156;0.342809935;0.307455216
001_0005;122.7179612;122.71864;1725.998064;1726.17632;0.000283436;0.000283436;503.255886;9.496669919;0.167498098;0.000494888;123.223072;123.2224593;1784.675741;1784.514995;0.000244555;0.000244555;676.6249525;11.41798014;0.142359554;0.000454123;122.804269;122.8020222;1736.199644;1735.616315;0.000268535;0.000268535;568.0472264;10.22248129;0.156410433;0.000481813;123.2180739;123.2157074;1784.164179;1783.553939;0.000232474;0.000232474;702.9644608;11.97980054;0.13759068;0.000450128;;0.680431612;0.680671023;0.095904286;0.095862732;0.001261012;0.001261012;0.005763008;0.024253234;0.369992055;0.306116476;0.665381875;0.664999472;0.097289806;0.096947458;0.001330218;0.001330218;0.007858546;0.028213302;0.353437834;0.352537126;0.717362258;0.716751451;0.097464636;0.096290271;0.001155929;0.001155929;0.006998233;0.028447976;0.311517457;0.298990277;0.664251793;0.663368505;0.098103308;0.099218939;0.001038377;0.001038377;0.007736762;0.031840771;0.353234307;0.313677747
001_0006;122.6858322;122.6865848;1761.572079;1761.767297;0.000267989;0.000267989;547.1684048;10.27116348;0.158938024;0.000479489;123.1611894;123.1618964;1816.588312;1816.76549;0.000232613;0.000232613;720.6284545;12.20127255;0.138529397;0.00044128;122.8103196;122.8095034;1775.894336;1775.682864;0.00024851;0.00024851;636.4791201;11.26400584;0.148930918;0.000462211;123.2356065;123.2346001;1825.113315;1824.856578;0.000222479;0.000222479;770.5105449;12.8411305;0.134307355;0.000432277;;0.68016079;0.680401076;0.098445112;0.098404922;0.001132143;0.001132143;0.006528693;0.0275346;0.35108146;0.297890292;0.6648666;0.664494716;0.099584953;0.099258934;0.00121067;0.00121067;0.008627856;0.031549206;0.343927492;0.344190111;0.717415483;0.716817389;0.100323943;0.099142137;0.000988873;0.000988873;0.008194267;0.032861384;0.296619093;0.288633219;0.664396489;0.663524842;0.101012328;0.102188125;0.000955013;0.000955013;0.008915434;0.035499528;0.344804014;0.303232892
001_0007;140.7013644;140.7019716;1921.728316;1921.862725;0.000238561;0.000238561;539.1866831;10.95228779;0.151978113;0.000447351;141.3606049;141.3619294;1983.137237;1983.426973;0.000206362;0.000206362;753.4860932;13.2433316;0.130869279;0.000408434;140.9205871;140.9203178;1942.070615;1942.004423;0.000218812;0.000218812;665.009207;12.24251401;0.139896395;0.000426761;141.3876337;141.3871979;1985.545845;1985.445951;0.000197201;0.000197201;783.1526935;13.77117763;0.126102406;0.000404323;;0.832017144;0.832114391;0.109884056;0.109840209;0.00088664;0.00088664;0.006389519;0.030420381;0.335705887;0.280722335;0.816406682;0.816181169;0.111563127;0.111203991;0.000947869;0.000947869;0.009202303;0.03598715;0.324907293;0.322843469;0.876722912;0.876443687;0.112294033;0.110980612;0.000741122;0.000741122;0.008692908;0.037007763;0.278623327;0.269902093;0.81420402;0.813737125;0.11240943;0.11373266;0.000744166;0.000744166;0.009136039;0.039450181;0.32373692;0.28687642
001_0008;138.6167089;138.6171116;1938.97692;1939.064313;0.000238379;0.000238379;579.5476618;11.23217612;0.153356444;0.000438653;139.3032855;139.3043529;2004.64606;2004.881369;0.000206102;0.000206102;799.3514009;13.52141428;0.130633962;0.000399367;138.7963044;138.7963546;1956.128899;1956.139122;0.000219091;0.000219091;703.2349226;12.46798566;0.142282225;0.000419321;139.2728213;139.2716369;2001.705663;2001.437107;0.000196748;0.000196748;814.671777;13.97876351;0.128027904;0.000397933;;0.814445186;0.81455712;0.111116014;0.111068883;0.000885123;0.000885123;0.007093277;0.031606209;0.338750843;0.276075485;0.799276113;0.799032493;0.113110038;0.112741683;0.000945266;0.000945266;0.010004163;0.037171455;0.324322997;0.316950651;0.858036604;0.857723359;0.113306686;0.111986695;0.000743444;0.000743444;0.009361007;0.037963188;0.283375636;0.265971231;0.796750608;0.796230911;0.113557421;0.114882241;0.000740388;0.000740388;0.009686043;0.040331964;0.328680846;0.283137745
001_0009;138.5402668;138.539825;1938.281279;1938.186964;0.000244937;0.000244937;551.0317274;10.90070524;0.156243406;0.000442595;139.238355;139.2406519;2004.923612;2005.437425;0.000212259;0.000212259;770.5705455;13.18307718;0.134008751;0.000402884;138.720338;138.7197781;1955.499573;1955.369753;0.000228166;0.000228166;670.5464463;12.01963047;0.146733628;0.000423713;139.2120751;139.2118893;2002.475836;2002.430186;0.00020124;0.00020124;776.2989898;13.61019326;0.128458516;0.000402588;;0.813800841;0.813906265;0.111066329;0.111006216;0.000939832;0.000939832;0.006596056;0.030201836;0.345128612;0.278181291;0.79873546;0.798501583;0.113129999;0.112781537;0.001006898;0.001006898;0.009500989;0.035730537;0.332702654;0.31923619;0.857368364;0.857048424;0.113261354;0.111931932;0.000819149;0.000819149;0.008789687;0.036063306;0.292242336;0.268291597;0.796249273;0.795736502;0.113612134;0.114953632;0.000777857;0.000777857;0.009016442;0.038766352;0.329786488;0.285861103
001_0010;119.1686778;119.1717237;2134.056814;2134.858183;0.000321624;0.000321624;1540.867854;18.06677601;0.168014751;0.000299397;120.9506087;120.9545192;2339.141997;2340.151904;0.000272098;0.000272098;1963.648964;21.82822854;0.143279506;0.000248052;119.8168765;119.8175177;2209.018323;2209.181863;0.000298308;0.000298308;1719.320957;19.68829175;0.157255859;0.000276518;121.6629117;121.6594632;2418.801424;2417.901909;0.000268508;0.000268508;2134.257984;23.21006954;0.140535225;0.00023104;;0.650514025;0.65080131;0.125049332;0.125054036;0.001579593;0.001579593;0.023855425;0.060562971;0.371133426;0.201685263;0.646459878;0.64609754;0.137166935;0.136771384;0.001605964;0.001605964;0.030359488;0.072548702;0.355722091;0.218609143;0.691083584;0.690446427;0.13152294;0.12999783;0.001404302;0.001404302;0.027119886;0.068558874;0.313201452;0.190517358;0.651417138;0.650490624;0.143187838;0.144821287;0.001338929;0.001338929;0.032712696;0.079544698;0.360794744;0.185486236
