001_0001,117.30081950829506,117.30441734959025,1652.2539580960029,1653.2176581661288,0.00023652343366990642,0.00023652343366990642,493.85739984580914,11.610804945604013,0.13619780015208785,0.000514658199854718,117.70759551329498,117.70850651938737,1702.5043475920145,1702.7441325016232,0.00021561700804360783,0.00021561700804360783,643.0431589136253,13.161817457154191,0.12277944091770812,0.0004764181953977184,117.25399908592316,117.25268510054839,1646.986272855574,1646.6326767481864,0.00022212048841694284,0.00022212048841694284,531.3908820840946,12.277707952468045,0.1285727539112421,0.0005092638265282282,117.5805026786732,117.57665564801093,1687.4689268190123,1686.4398380345035,0.00021047734239570086,0.00021047734239570086,636.6529978342675,13.337028382537369,0.1213429695524028,0.0004809265398240653
001_0002,117.67066753889479,117.67294291646523,1609.4139099358026,1610.0225879745285,0.00025483125367969993,0.00025483125367969993,432.75536846895716,10.436474302454522,0.14342575401682672,0.0005377216970809925,118.08223217830204,118.08251573753756,1660.190765232318,1660.2634798163601,0.00022957797074756172,0.00022957797074756172,600.6171950320361,12.11915159076726,0.12932075788285882,0.0004933758425402337,117.65851230265953,117.65700469350013,1608.3823478934262,1607.9769638058372,0.00024072760975780627,0.00024072760975780627,496.09008675864044,11.195590954345196,0.1355035275529706,0.0005259116259175436,117.96213884316286,117.95915876709994,1645.8020518027126,1645.0046611076186,0.0002244725295898252,0.0002244725295898252,586.3987909405664,12.29201907248679,0.12685113521568678,0.0004994562706776786
001_0003,116.80242097412646,116.80537548046576,1622.057973600763,1622.8507966449138,0.000265844074304689,0.000265844074304689,434.9715736331801,10.118036830933397,0.15116725203853276,0.0005337300451124864,117.25852654449822,117.25924125904126,1678.6204049417688,1678.8112639087174,0.00023372446685207028,0.00023372446685207028,633.5399239543699,12.09963120729584,0.13016230549922686,0.00048328740303542746,116.78698683191335,116.78414665633886,1620.7323457907153,1619.9683828052407,0.00024929744451933784,0.00024929744451933784,504.2912184066355,10.966778552371096,0.13902206968873007,0.0005211146182234848,117.09680558735981,117.09128119990848,1659.417466324237,1657.9343343328812,0.00022915401745581402,0.00022915401745581402,596.9300148843591,12.109772154797305,0.13031818010233504,0.0004944054632417735
001_0004,122.92988713128852,122.93263542147439,1742.825109780404,1743.529364585625,0.00027166948965043493,0.00027166948965043493,517.7550665044276,10.126526245122303,0.15903278327591877,0.0004884707074596225,123.37858292739023,123.37937739123164,1794.9800886527737,1795.1760117467472,0.0002329687636285572,0.0002329687636285572,690.8365286111517,12.08174614789574,0.13845034725078523,0.0004498828314144754,123.02283018867925,123.02123689727465,1753.6970259522964,1753.286362411386,0.0002487129113211666,0.0002487129113211666,614.6199580712813,11.194339622641515,0.14667499983423046,0.00047034382384744786,123.4644506194764,123.46094060129954,1804.801396960681,1803.9032390041182,0.00022273097977792693,0.00022273097977792693,746.9980987401538,12.726866264128974,0.1335307256768621,0.0004394934847150746
001_0005,122.71796122682728,122.71863996945656,1725.998064107944,1726.1763195010149,0.000283435981380769,0.000283435981380769,503.25588597124255,9.496669918975162,0.16749809817627975,0.0004948884466893267,123.22307204732722,123.22245932812163,1784.675740657602,1784.514995261657,0.0002445546771884186,0.0002445546771884186,676.62495246144,11.41798013944645,0.14235955362021305,0.00045412323915112074,122.80426902939998,122.80202217182108,1736.1996443228154,1735.61631487981,0.00026853539841360644,0.00026853539841360644,568.0472264026969,10.222481293850933,0.15641043264647014,0.0004818131416001893,123.21807386747797,123.21570740365107,1784.1641789134073,1783.5539393829463,0.00023247412730214103,0.00023247412730214103,702.9644607843146,11.979800540906027,0.1375906797682951,0.0004501282004782401
001_0006,122.68583224030797,122.68658481518916,1761.5720793614523,1761.767296541729,0.0002679886813444397,0.0002679886813444397,547.1684047562769,10.271163480766278,0.15893802386039554,0.0004794892981328944,123.16118942542526,123.16189639658938,1816.5883116406671,1816.765490143769,0.00023261322720286005,0.00023261322720286005,720.6284545181833,12.20127254809556,0.1385293967605742,0.0004412799061638641,122.81031964255016,122.80950335109117,1775.8943358490217,1775.6828638021454,0.00024851036277653236,0.00024851036277653236,636.4791201237346,11.264005842928306,0.14893091781908027,0.0004622113970299522,123.23560646611726,123.23460014987698,1825.1133152006614,1824.8565782284093,0.00022247939903375706,0.00022247939903375706,770.510544909531,12.841130499946384,0.13430735460647397,0.0004322772548794567
001_0007,140.70136441063877,140.7019715649403,1921.7283163209686,1921.8627247655554,0.0002385609063512009,0.0002385609063512009,539.1866830823111,10.95228779113906,0.15197811335309816,0.0004473514378334671,141.36060489211525,141.3619293510151,1983.1372365647137,1983.4269731783716,0.00020636244403097112,0.00020636244403097112,753.4860931815506,13.243331600918717,0.1308692791293891,0.0004084343916913991,140.9205870966654,140.92031778626838,1942.0706153729434,1942.0044231606955,0.00021881243111209338,0.00021881243111209338,665.0092070491932,12.242514012556708,0.13989639528159742,0.0004267609082313095,141.3876336696725,141.38719788139863,1985.5458448614108,1985.4459512209085,0.00019720053464087855,0.00019720053464087855,783.152693506763,13.771177634004733,0.12610240576858348,0.0004043229653117448
001_0008,138.616708894743,138.6171115995771,1938.9769196651287,1939.064313129699,0.0002383789700278754,0.0002383789700278754,579.5476617950541,11.232176116247464,0.1533564439131801,0.00043865268609478205,139.30328552368232,139.30435290193446,2004.646059919144,2004.8813686439732,0.00020610248949596644,0.00020610248949596644,799.3514009339559,13.521414276184158,0.13063396200457147,0.0003993672674301236,138.79630436239358,138.7963546203846,1956.1288994294434,1956.1391222737623,0.0002190907809544955,0.0002190907809544955,703.2349226026872,12.467985659719915,0.14228222519613526,0.000419321366748834,139.2728212998799,139.27163686107033,2001.705663293436,2001.437106916309,0.00019674764643985964,0.00019674764643985964,814.671776991856,13.978763512612064,0.12802790420180757,0.00039793332362381655
001_0009,138.54026680261708,138.53982496388818,1938.281278576109,1938.1869644013439,0.000244936802502475,0.000244936802502475,551.031727419496,10.900705242586554,0.1562434063115881,0.0004425946870244225,139.23835500760012,139.24065191690596,2004.9236124941358,2005.4374252801224,0.00021225879530005904,0.00021225879530005904,770.5705455159518,13.183077182908294,0.13400875123190897,0.0004028839663958476,138.72033797655206,138.7197780756376,1955.4995729630205,1955.3697527052916,0.0002281656096103717,0.0002281656096103717,670.5464463258609,12.019630465396004,0.14673362813448218,0.0004237128872184713,139.2120751402122,139.21188931684574,2002.475836351946,2002.430185693269,0.00020123987170816323,0.00020123987170816323,776.2989897966092,13.610193256301175,0.12845851603857317,0.00040258772134212003
001_0010,119.16867775695096,119.17172368009996,2134.056814137333,2134.8581827989983,0.00032162359983766656,0.00032162359983766656,1540.8678537956812,18.0667760074979,0.16801475137570487,0.0002993966014369322,120.95060872245342,120.9545191863154,2339.1419972408003,2340.1519036022287,0.00027209842368465986,0.00027209842368465986,1963.6489636307597,21.8282285406072,0.1432795056283619,0.00024805178287529134,119.81687650579002,119.81751768088915,2209.0183232506997,2209.1818630228277,0.0002983078205709779,0.0002983078205709779,1719.320956710965,19.688291754099478,0.15725585896034308,0.0002765175294099842,121.66291166158972,121.65946318753952,2418.8014240413377,2417.901909269852,0.00026850791028495925,0.00026850791028495925,2134.2579841753463,23.210069544226663,0.14053522468895588,0.0002310404536863648
