001_0001;117.3008195;117.3044173;1652.253958;1653.217658;0.000236523;0.000236523;493.8573998;11.61080495;0.1361978;0.000514658;117.7075955;117.7085065;1702.504348;1702.744133;0.000215617;0.000215617;643.0431589;13.16181746;0.122779441;0.000476418;117.2539991;117.2526851;1646.986273;1646.632677;0.00022212;0.00022212;531.3908821;12.27770795;0.128572754;0.000509264;117.5805027;117.5766556;1687.468927;1686.439838;0.000210477;0.000210477;636.6529978;13.33702838;0.12134297;0.000480927;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001_0002;117.6706675;117.6729429;1609.41391;1610.022588;0.000254831;0.000254831;432.7553685;10.4364743;0.143425754;0.000537722;118.0822322;118.0825157;1660.190765;1660.26348;0.000229578;0.000229578;600.617195;12.11915159;0.129320758;0.000493376;117.6585123;117.6570047;1608.382348;1607.976964;0.000240728;0.000240728;496.0900868;11.19559095;0.135503528;0.000525912;117.9621388;117.9591588;1645.802052;1645.004661;0.000224473;0.000224473;586.3987909;12.29201907;0.126851135;0.000499456;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001_0003;116.802421;116.8053755;1622.057974;1622.850797;0.000265844;0.000265844;434.9715736;10.11803683;0.151167252;0.00053373;117.2585265;117.2592413;1678.620405;1678.811264;0.000233724;0.000233724;633.539924;12.09963121;0.130162305;0.000483287;116.7869868;116.7841467;1620.732346;1619.968383;0.000249297;0.000249297;504.2912184;10.96677855;0.13902207;0.000521115;117.0968056;117.0912812;1659.417466;1657.934334;0.000229154;0.000229154;596.9300149;12.10977215;0.13031818;0.000494405;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001_0004;122.9298871;122.9326354;1742.82511;1743.529365;0.000271669;0.000271669;517.7550665;10.12652625;0.159032783;0.000488471;123.3785829;123.3793774;1794.980089;1795.176012;0.000232969;0.000232969;690.8365286;12.08174615;0.138450347;0.000449883;123.0228302;123.0212369;1753.697026;1753.286362;0.000248713;0.000248713;614.6199581;11.19433962;0.146675;0.000470344;123.4644506;123.4609406;1804.801397;1803.903239;0.000222731;0.000222731;746.9980987;12.72686626;0.133530726;0.000439493;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001_0005;122.7179612;122.71864;1725.998064;1726.17632;0.000283436;0.000283436;503.255886;9.496669919;0.167498098;0.000494888;123.223072;123.2224593;1784.675741;1784.514995;0.000244555;0.000244555;676.6249525;11.41798014;0.142359554;0.000454123;122.804269;122.8020222;1736.199644;1735.616315;0.000268535;0.000268535;568.0472264;10.22248129;0.156410433;0.000481813;123.2180739;123.2157074;1784.164179;1783.553939;0.000232474;0.000232474;702.9644608;11.97980054;0.13759068;0.000450128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001_0006;122.6858322;122.6865848;1761.572079;1761.767297;0.000267989;0.000267989;547.1684048;10.27116348;0.158938024;0.000479489;123.1611894;123.1618964;1816.588312;1816.76549;0.000232613;0.000232613;720.6284545;12.20127255;0.138529397;0.00044128;122.8103196;122.8095034;1775.894336;1775.682864;0.00024851;0.00024851;636.4791201;11.26400584;0.148930918;0.000462211;123.2356065;123.2346001;1825.113315;1824.856578;0.000222479;0.000222479;770.5105449;12.8411305;0.134307355;0.000432277;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001_0007;140.7013644;140.7019716;1921.728316;1921.862725;0.000238561;0.000238561;539.1866831;10.95228779;0.151978113;0.000447351;141.3606049;141.3619294;1983.137237;1983.426973;0.000206362;0.000206362;753.4860932;13.2433316;0.130869279;0.000408434;140.9205871;140.9203178;1942.070615;1942.004423;0.000218812;0.000218812;665.009207;12.24251401;0.139896395;0.000426761;141.3876337;141.3871979;1985.545845;1985.445951;0.000197201;0.000197201;783.1526935;13.77117763;0.126102406;0.000404323;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001_0008;138.6167089;138.6171116;1938.97692;1939.064313;0.000238379;0.000238379;579.5476618;11.23217612;0.153356444;0.000438653;139.3032855;139.3043529;2004.64606;2004.881369;0.000206102;0.000206102;799.3514009;13.52141428;0.130633962;0.000399367;138.7963044;138.7963546;1956.128899;1956.139122;0.000219091;0.000219091;703.2349226;12.46798566;0.142282225;0.000419321;139.2728213;139.2716369;2001.705663;2001.437107;0.000196748;0.000196748;814.671777;13.97876351;0.128027904;0.000397933;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001_0009;138.5402668;138.539825;1938.281279;1938.186964;0.000244937;0.000244937;551.0317274;10.90070524;0.156243406;0.000442595;139.238355;139.2406519;2004.923612;2005.437425;0.000212259;0.000212259;770.5705455;13.18307718;0.134008751;0.000402884;138.720338;138.7197781;1955.499573;1955.369753;0.000228166;0.000228166;670.5464463;12.01963047;0.146733628;0.000423713;139.2120751;139.2118893;2002.475836;2002.430186;0.00020124;0.00020124;776.2989898;13.61019326;0.128458516;0.000402588;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
001_0010;119.1686778;119.1717237;2134.056814;2134.858183;0.000321624;0.000321624;1540.867854;18.06677601;0.168014751;0.000299397;120.9506087;120.9545192;2339.141997;2340.151904;0.000272098;0.000272098;1963.648964;21.82822854;0.143279506;0.000248052;119.8168765;119.8175177;2209.018323;2209.181863;0.000298308;0.000298308;1719.320957;19.68829175;0.157255859;0.000276518;121.6629117;121.6594632;2418.801424;2417.901909;0.000268508;0.000268508;2134.257984;23.21006954;0.140535225;0.00023104;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
