0.2393093610441177,0.2392798573961655,0.11540362132629821,0.11537613955843766,0.009211512900222414,0.7590843524595129,0.04431074830636196,0.0656970667952981,0.381558831621752,0.1019953725310138,0.2468311900063423,0.2467901470968544,0.13279326108840886,0.13243414998788205,0.007296274253173982,0.7654753152252379,0.053660533151117136,0.07779600038550182,0.3629270836829398,0.12881808486566854,0.24183132302317606,0.24182712742723592,0.1166963546635143,0.1168057613606004,0.008299542157119142,0.7622975961905296,0.04331848227680776,0.06526380667160679,0.3841586741811066,0.14203585282699854,0.2480141452825207,0.2480322709709138,0.12854211565574075,0.12851091575026283,0.006535280372726181,0.7693953619460419,0.0494423238983165,0.07631394188250264,0.3568599496022077,0.1312148907158035,0.5517242274640742,0.5279517061545813,0.622344113783477,0.5230342544909752,0.7076750923013514,0.5267321425606397,0.7658268551623334,0.6609368067544287,0.044229431054232965,0.16636338997436464,0.6041075277609433,0.2903921202871266;61
0.31058844803293506,0.3105911824936712,0.110073544742957,0.11012218621013994,0.009945688621099735,0.7483455332788214,0.033802330127520853,0.0523698434244772,0.435176532725764,0.11027362403387081,0.3173135557031312,0.31750294537303664,0.12500114824609937,0.12509044767247426,0.007550137075465413,0.7618999911563556,0.041955494828708764,0.06472785400537485,0.4035889249972351,0.13765089650924625,0.31477766215949426,0.3149740877692944,0.11444832026230134,0.11492295832503906,0.008619433316401593,0.7613461709333869,0.03548565693415473,0.05693741006208995,0.42239299876902064,0.14266544033066744,0.31715972945429993,0.31733864017919317,0.11895012053701289,0.11916784395826438,0.006706155658179877,0.7676271143074027,0.038071786568000095,0.06272941336870935,0.393852392080328,0.14293189341972076,0.6179075377654921,0.4772998960566431,0.605344787338112,0.46104935542382836,0.670534588930271,0.4829896025271779,0.7290565796679743,0.6456692506538793,0.03328363929610796,0.14035626297074386,0.5897644185003528,0.262754742528492;63
0.5463154353460289,0.5466241817887006,0.07842637464988657,0.07901709233990264,0.02428560382622763,0.6894618775593613,0.007601384322937754,0.01009879439057892,0.6614279968224176,0.2731396936547336,0.5511542179227761,0.5514656777098066,0.08654115857197006,0.08693274525644884,0.01616115886898689,0.724666146959553,0.019759378127287383,0.027869082637237787,0.5816817800215349,0.2165540010699715,0.5557499761697665,0.5557595425763401,0.09092419024467797,0.09103997334616107,0.016851580744350822,0.7328072708698741,0.018785510117097025,0.02815955105872776,0.5566368034305872,0.21709118246384568,0.5496804981268563,0.5493862981891082,0.08031069058870668,0.07977923730454935,0.015264974931218936,0.7184034572317328,0.01512980520551497,0.020566452411086216,0.5927376574585766,0.24736852999899808,0.8076707115236607,0.2948343920859139,0.3900174718497611,0.36172308188630387,0.5278725218510494,0.309675528340677,0.04495716603265391,0.23598290093391142,0.109554424289945,0.37639216794077446,0.7203222134576334,0.44918979031901163;65
0.4773947487620812,0.4772613663548958,0.07298038471553596,0.07266237759681542,0.012515038866031648,0.721730197364949,0.020009335139471382,0.030322117300672836,0.4715170103463142,0.2093029352701935,0.48223686119900294,0.4821821889161539,0.08114550357095218,0.0807428562638607,0.00992898339304009,0.7379894840313401,0.029195137398712823,0.04460011842620779,0.45373452126038377,0.22801754461944096,0.48465744893166607,0.4847381803571184,0.08150499771054417,0.08167902595686169,0.010033594468831496,0.7526879677090291,0.02819386900893925,0.04464099360691227,0.4337218171537928,0.21873712686144656,0.4835797291486813,0.4837985274503494,0.07899065182236385,0.07938538056679297,0.008931723661695526,0.7408418526598559,0.026955232846676908,0.04257582642572173,0.4411628641682377,0.22927166513894995,0.8244704960550087,0.5377701339100178,0.15690029149144785,0.7203871289880882,0.5019400097293513,0.4908665571002991,-0.00406808530453872,0.3904429317024474,0.17771560261688632,0.7392318865407872,1.0017864131037066,0.9742976525486692;67
0.7224388482373127,0.7224080560058358,0.07477209906592194,0.07476205615383297,0.015664059629925148,0.6804651745126385,0.003280721517405551,0.008451608713914049,0.6320948690756284,0.2771908708062361,0.7233366074053366,0.7233620414656461,0.07489296942138367,0.07469040852144637,0.01215912765137528,0.6933794459704119,0.0054659864869192306,0.012377995465689247,0.6040708833496509,0.3587295538262147,0.7247427220760292,0.7248064297953821,0.07449641095510334,0.07456391129384915,0.013320439863291303,0.6918810145535819,0.004778969424851576,0.011763069672536994,0.6178296362975844,0.3532059569137902,0.723566005948255,0.7236570420561166,0.07123977464725527,0.07122848792421664,0.011046248413039528,0.6971671826625209,0.004655409162478612,0.01000400574703296,0.6007601869674869,0.38771864780821447,0.8726016009825874,0.3161852092148813,0.3449650432975438,0.43761791918718435,0.6205630347009552,0.1213912588727644,0.2971549651770279,0.12502259532666574,0.22461224304428376,0.5817794978766572,0.8149974291676559,0.6644388849802617;69
0.7226174328855797,0.7225966473515268,0.07854158652455422,0.07854930816900815,0.015314833452895063,0.681166401905006,0.003311044260802383,0.007937302146286717,0.6315724656329714,0.2764702488828401,0.7233395141782855,0.7233294494588615,0.07839876640729451,0.07815648337424835,0.011900571241579451,0.6938170931515725,0.0053917323169294555,0.011585316542608573,0.6034278595036682,0.35990759410441014,0.7249685337353364,0.7249871757637527,0.07826844647534155,0.07829164649420024,0.012958966588532048,0.6933836816106673,0.004883487248117963,0.011423139055573532,0.6143833448570897,0.3537699727651952,0.7236685556024312,0.7237051574919195,0.07469036819241359,0.07461756841318701,0.010784479161935808,0.6986379929397427,0.004733122175693225,0.009594723552318432,0.5978548483921445,0.3902959170234616,0.8700563558099962,0.31591858812885876,0.3481035913061273,0.4316380575558318,0.6171315394503472,0.09556359772635589,0.2925493637673666,0.10572156086307553,0.2193645929333699,0.5812531419077933,0.8159990446618588,0.6666891566550476;71
0.5871411404970668,0.5872110697642678,0.13038866889731873,0.13047852537875043,0.00825845508600501,0.7691061686704699,0.005111528492058638,0.016543919563009837,0.43354388376910574,0.17183272155715093,0.588354522353836,0.5886726602632198,0.13148520041078376,0.13167322029559014,0.005917256850838233,0.7901280072711895,0.0065735138467363065,0.022323813046859656,0.38157856135760465,0.2377636256008605,0.5879529950708291,0.5881965170614758,0.12814244062965502,0.1286521250186071,0.007686674520399182,0.7655674099936718,0.004746363460649404,0.01600152657845787,0.4448903186854461,0.23705261938224337,0.5885674318000067,0.5887375412857911,0.1256166745471316,0.12586672309016583,0.005467635487984939,0.7889634105369379,0.005600772713009484,0.018666525790854274,0.38912773756055236,0.2515508286841059,0.7808202758065836,0.4143288478092094,0.5111312461937857,0.3740747229869565,0.7958265723289557,0.26470731830574473,0.5992636705168137,0.3031198540456109,0.2148783138491924,0.6234223336496018,0.8671790062586613,0.7828916333673305;73
0.6086989062245933,0.6087968571526455,0.08533317941577442,0.08548814775188959,0.00949807740120576,0.7090382137599229,0.0019446550960454314,0.007723352936373086,0.49176898856227946,0.28709413277223716,0.6083042267776101,0.6085442494069419,0.08420710524573814,0.08428905168098226,0.007052969556298927,0.727663560177457,0.0032289604783128493,0.011427425236239607,0.4452214230321486,0.39794575092274814,0.6094743531451792,0.6096233358235366,0.08326967742831579,0.08348828035076339,0.009038440761858772,0.7058073852966825,0.0024536989789265985,0.007999162945970084,0.5115018376989572,0.3848877127895897,0.6087033332923809,0.608753262698787,0.0806348819305907,0.08060539700349295,0.006178252419776209,0.7313224005532607,0.002631150517399306,0.00878867190656811,0.4393479025058196,0.4131915496171506,0.8210827179592521,0.44044490312141227,0.3537288847672737,0.4330226492599086,0.8521816730282693,0.3058721369301316,0.6281277996903294,0.3432393224979611,0.348626807717781,0.8143103188533836,0.919483747820846,0.9279856955499014;75
0.49173262010929164,0.49175616551537926,0.09324040374483954,0.09326109682794786,0.007550867024218269,0.7692243350016279,0.005517247907719248,0.01980981566198761,0.4335900235971111,0.22594930952644474,0.4923064353926005,0.4916207037135467,0.09452704068032258,0.09316367613273809,0.005978332212104474,0.7758660970743871,0.006061707514201532,0.021955750330108714,0.4177618469404929,0.30851057209444843,0.49141329855747656,0.49071066737099955,0.08957502561695686,0.08850456692929345,0.007614780597765465,0.7592981974697359,0.0037153743167181747,0.01602754486135778,0.4758622996520911,0.31728628449002466,0.49300570319851617,0.49227521107350225,0.09085865267537548,0.08971082506983823,0.0056343421762942185,0.7770013335766341,0.006240571895917702,0.020446448337084016,0.42332141577561766,0.31448823654958863,0.781424083252849,0.41766782258087315,0.39704084989905747,0.4001150880742005,0.5909171503607389,0.24098004290825578,0.22398223513116491,0.21400754088707172,0.32942745946363033,0.7343747201998525,0.8889975900820704,0.8408040041530482;77
0.4552559672214192,0.4552559176659861,0.07276800387463392,0.07277124911750112,0.009580091729930362,0.7456152914284895,0.008732767635802424,0.023629715068729497,0.43936497496138555,0.267977829893098,0.4564458605948503,0.45607246703971605,0.07512026140020768,0.07440342721375967,0.007645066753538108,0.752343450388231,0.010170077910408084,0.026879866754800086,0.4230599310755049,0.3536785314216628,0.4553599082509534,0.4549935499175316,0.06941304113845076,0.06894594399339313,0.00950423844394567,0.7377444367429805,0.007157271322929461,0.02063280680358498,0.4748915344312304,0.3726827439426001,0.45734571046508127,0.45697551982395945,0.07261857754549784,0.0720865855435644,0.007153966807543336,0.7535544327744649,0.009818875787015856,0.025395546583723855,0.4271166878359918,0.3612403420562904,0.7909686546625372,0.37089531226502426,0.46526827983668745,0.36210777148155143,0.6227064103160567,0.2279197544253681,0.19694453438676413,0.219055951548528,0.2709514084036922,0.6918110075664444,0.8929860511716318,0.8277283281632;79
0.6026319133898347,0.6025960100800684,0.12278155487854214,0.12271235075895268,0.004096762645282009,0.8510745392555633,0.0034225373386224042,0.023765316828142913,0.3403120660598841,0.19535588589751143,0.602245695219018,0.6024893542846372,0.12179887086343998,0.12181078306636511,0.0033565033983891856,0.8616978467243722,0.0053945248759551595,0.03039807629342436,0.3294594197595478,0.2671723615944533,0.6035879512507362,0.6038739233723225,0.12075246330793164,0.12124985881413476,0.0036117350165185834,0.8535939533440594,0.0034667408584557954,0.024147781897295162,0.3381162010158327,0.264418255172293,0.6026423821948144,0.6029610571148584,0.11655664090697293,0.11695622776077272,0.002903916301186431,0.8674249071661633,0.005023523755302928,0.029039368086321883,0.3149920154000451,0.27797826779180335,0.7891494475936793,0.4809912787329138,0.29799582388663387,0.5169957505533804,0.3624271078261865,0.24626344501245662,0.39283753576962904,0.16980377464673538,0.6606424468396369,0.7703938850304679,0.390498862025239,0.7974562968783147;81
0.6482804035960505,0.6482131597180341,0.05393845542316944,0.05392236459899709,0.0052759826933461125,0.8214768858353558,0.005669606499497407,0.02906720953531425,0.349191209284007,0.2621424248066791,0.6473818861377745,0.6473669428059331,0.05179535131261,0.05183467478943239,0.004258081266865637,0.8338793344320771,0.00750650219665614,0.035646389138576866,0.3330530101448744,0.37214954574472137,0.6482990790506803,0.648359609424842,0.0508052821318249,0.0510471527258014,0.004414732333373553,0.827508660979294,0.005488956055750452,0.029526565158442666,0.3278935210170968,0.3673511226960799,0.6475954573602587,0.6477200489361108,0.049403611060393454,0.04959293859060801,0.00361762038671676,0.8405332971836047,0.007095979821761134,0.03453004645271746,0.31639505209315705,0.3853049448584276,0.8429877390601784,0.3897661631360332,0.33289148906441496,0.42690225347523814,0.3664446535946632,0.3613399702863214,0.4310739045884655,0.2428388665701008,0.5216577457821086,1.0862588988272555,0.9355064060333746,1.0533465894722949;83
0.42023003266059294,0.42026696295520605,0.20998223528098675,0.21018759276218255,0.001673791244650631,0.9036190382118021,0.08589004286508847,0.1375857773755982,0.19284038602423573,0.06507225390115405,0.44166847232392425,0.4418227358783036,0.24526691699291855,0.24511052997580368,0.0012905868130510115,0.904776312318716,0.10757560612101998,0.16690440598142095,0.17573524187876094,0.08116349953642962,0.42216736622358775,0.422296036619181,0.20967345260019637,0.21011524789645036,0.0016417569136082202,0.900843046723859,0.0825226384426821,0.13258435192342286,0.19926937580894558,0.09335572062977196,0.44154481404989376,0.44164618598324096,0.23403550084256608,0.23405066810112968,0.001170496136394422,0.9059151781213756,0.09535534385520017,0.16070234910741713,0.17310849235172376,0.0870918635841013,0.6709112425194435,0.5021672633401776,0.41095561860856106,0.47898931050469534,0.8253184468839351,0.5160467342051203,0.6193754608367693,0.42857970939810475,0.11540063135948625,0.2546364572219896,0.6164564778362315,0.3064066032773645;85
0.5073791910855019,0.5073867562354314,0.19676464326212706,0.19685451657729722,0.001615927454905208,0.9158192995596555,0.07609315734986884,0.1332583210612136,0.1865502006610676,0.07181931367414503,0.5273736902806668,0.5274516855343354,0.22474008509998097,0.22447770037204215,0.0011934907650638696,0.9181561359855146,0.09551651317952452,0.16197098620394715,0.1653786561903478,0.08833572325116537,0.5087757376961335,0.5088515111752866,0.19555760291656005,0.19592620785026515,0.0015477656896692835,0.9132462234246067,0.07232600458214801,0.12718052885663586,0.19389204579477123,0.10226244891038606,0.5274676114106421,0.5275352114861767,0.2147214536511208,0.21476127217779814,0.0011541717572904305,0.915244608182972,0.0845526815784772,0.1546022694510776,0.17215555134691948,0.09464411129760221,0.7281783665340342,0.4517186683663907,0.3991856777656364,0.4386142218922208,0.8057134452009169,0.48227327916609425,0.6086552306829186,0.40795355427613555,0.10476029879154407,0.24290125947721156,0.614492837547436,0.2963645292853866;87
0.20819001881615457,0.20796276751618625,0.07314429407420034,0.07240362271624662,0.002538342018014222,0.8134329167098155,0.009955115240361027,0.04246343084446887,0.24765777194701194,0.24715769301353738,0.20769663050581352,0.2072722410790863,0.07425999075231554,0.07266963375955997,0.0019521160516472896,0.8142342056289383,0.01150210125624745,0.04676624379191117,0.24066179527172546,0.32107684301635964,0.2075780318553862,0.20738234826912538,0.06780468219078391,0.06718889010587199,0.0022027589308652637,0.8134944527299052,0.00873087853080494,0.03997213556024059,0.25258137738140907,0.33899039237395256,0.20887833496225255,0.2089081331661736,0.07192489833837122,0.07196860789679715,0.0013297430599173523,0.8275045779367596,0.011430575472062443,0.04783033574580994,0.22202158718781362,0.32590469477896755,0.5548707042307992,0.5888164089242187,0.746520754822961,0.5703104083337276,0.6518872091782668,0.0037722351200170793,0.3338590189326817,0.03532424648768731,0.0109284831137684,0.02882499302117003,0.4486214379447651,0.05612476660015111;89
0.3582214799946942,0.35821031884401133,0.13496893881662242,0.13496936837444645,0.0023026185738844814,0.8398676593912564,0.037702004056169004,0.08782763505676071,0.2269564985903909,0.14874907543019023,0.3719233700933951,0.37189545022279885,0.1601596925979803,0.15976149444457438,0.0017514808661505048,0.8474796702695641,0.05129699805409729,0.11083608499234975,0.18813985308563846,0.18393937652078513,0.36629216444446566,0.36628110180929946,0.1458342936831514,0.14595648631287877,0.0016490149102294767,0.8524312343546632,0.04293652207434251,0.09679366338282565,0.19286721689602102,0.19255910166477258,0.3758056245353704,0.37579685847748623,0.15922695678170773,0.15914288092179701,0.001209048888156552,0.8598802576234611,0.04897979857682345,0.11375360426066224,0.17442500032715985,0.17470751558885006,0.7112379953268235,0.4868626830938029,0.6663379961495612,0.4388882643886936,0.6637307194436773,-0.039015289628791965,0.3597512880250041,0.024073384263983134,-0.01857441805222496,-0.026396323552769104,0.3796378703814249,0.0037932043747067696;91
0.2182099315574226,0.21844464641167877,0.33520585422782406,0.33583464992273515,0.005178824016825324,0.7831666684773125,0.20688597105321488,0.2173372059128961,0.2700867337824528,0.03164738776323636,0.258392879836306,0.25838922367719774,0.4124359716847538,0.41119559108609816,0.004255772734248753,0.7839745197190429,0.254409279501853,0.26877809991769014,0.23043167769082762,0.04845250607256654,0.23477026118281097,0.2345046980509716,0.36438323639188785,0.3636812017688003,0.004486210765569256,0.7893616367324866,0.2147714175010899,0.22879632196143032,0.24032498387038587,0.04933266861537198,0.25115563402547236,0.2507819673822561,0.3858510251530657,0.384680383483051,0.0038476450698184395,0.7842024135292948,0.2156824364586426,0.2484683031575937,0.24165772360063967,0.052938193711713995,0.3882411767974973,0.5840839543874999,0.7213549358264247,0.5869203712490422,0.6971509367543754,0.26066578502843196,0.5408286600193726,0.32460753953248334,0.020612154265064124,0.10218055381879695,0.5529376237632306,0.18993486965571346;93
0.3572963892128041,0.35718710259622244,0.21424446025148391,0.21393936018442497,0.004643489470257213,0.7843764110804289,0.1046809689404193,0.1264479691160907,0.27795652332692544,0.06609606349824791,0.3900183089600581,0.3885596009215252,0.2729236743996401,0.2692620927431273,0.0024291916942076087,0.8254855384955417,0.1412437201411352,0.17576787057511836,0.18851375382541286,0.07893641146791192,0.3663256131234569,0.36494765290463965,0.22633026576889143,0.22363091082285685,0.0037755233962524642,0.7948921573400949,0.10745001093370692,0.13187087903994685,0.250760124677641,0.09610224378091908,0.4018283532984165,0.40058274348412465,0.2803428780196236,0.2779138539299087,0.002693592452859332,0.8080942410647627,0.1390216470290546,0.18208649383350384,0.20973001490431864,0.07964382219458715,0.5904996215926527,0.5192683275892117,0.4187839024442696,0.6302201059986049,0.679872757918632,0.2942843853705062,0.6844155479835528,0.4314111826878302,-0.0021801841968459154,0.07313360140727912,0.5504992532561833,0.19733664043669785;95
0.6517820656054796,0.6518258279153163,0.12226918901407871,0.12235962633909876,0.0005773277217732723,0.9334900450568485,0.006367445439252866,0.04180468490914,0.18356736638042667,0.159245654996811,0.6527831795303684,0.6527332664112293,0.12434978365157189,0.12395670673746512,0.000260601573409587,0.9492608420425668,0.010900634637988332,0.05558312534626194,0.1597040455531549,0.21000221065507235,0.6513717320172908,0.6512844807093509,0.11940740871396627,0.11933971064076898,0.0004172636930890626,0.9426807799464991,0.006545609608398001,0.04378232148086753,0.16982456559004044,0.21985128804474963,0.6528977562245405,0.6527673113081678,0.11903671353503202,0.11876136235586682,0.00021462200278799488,0.9524864681079467,0.010352627943446923,0.05430238242319482,0.15457852568624394,0.21710897545459634,0.7957811774241432,0.392802152393532,0.3998854734089036,0.3765454394715185,0.7726717308493743,0.2631510138968709,0.5724571020041743,0.30126089332781564,0.21975961708925634,0.48721574410389734,0.7270933099841949,0.521307772241413;97
0.6516146312182706,0.6516933409095506,0.1093297886724007,0.10941043169814565,0.0013851107327550536,0.9119670470655932,0.01624437291858422,0.05475296756350437,0.19024953283520943,0.15608959438737943,0.6566309034712993,0.6565564885335141,0.11554019543935619,0.11520812075639703,0.0007577337777782177,0.9305053529412448,0.023194980714344,0.07236159151563908,0.16217520098189625,0.1893661110928445,0.6501872521229931,0.6500542463810678,0.10449378102091039,0.10449936947964396,0.0012809210552809924,0.9148507155065182,0.014248844423067553,0.052247700785040256,0.18867477714305292,0.22623969874472286,0.6551637414528549,0.6549360403417991,0.10811593434405,0.10789227582392824,0.0008650524666702451,0.9286532080839239,0.02051309043995943,0.0680562739895436,0.16937547615897475,0.1977823989008653,0.8150019034202702,0.3609873617076521,0.4072683762718819,0.35504506112738105,0.7582498520302956,0.295115700832987,0.6006976360215388,0.316644894383695,0.20230559385754632,0.4820004377740513,0.7215087868469375,0.4961297741330966;99
0.20672447512231176,0.20668369181095653,0.030798486340975876,0.030778189145443287,0.05025823990511058,0.5508847858810808,0.003577355889555523,0.007959691205188864,0.7188873377411545,0.43925474817924515,0.20678359993176007,0.20739713615030975,0.033512648066419216,0.034987463960106394,0.0389813955639996,0.5735222327055661,0.004767015830322315,0.01103904277292975,0.6837709730617862,0.5157101411366434,0.20772540332001307,0.2083846628523123,0.029231393419525003,0.030849561901037402,0.04580720425042068,0.5611367132215576,0.0033056338182063318,0.008968209450660805,0.725197020098366,0.5536512582288609,0.2075900542706322,0.20828702947511435,0.0325644570861188,0.03409609067767775,0.03554446417415407,0.5745300245022376,0.0045553345335573574,0.008968058623854776,0.6921100562770987,0.5254376583707071,0.5812946149607207,0.38166649922205764,0.7552952598627275,0.42832254068131154,0.6877552103272119,0.0764631840194724,0.42785071793704477,0.11525097319547765,0.02244972042204365,0.025194161349924606,0.49259505404768256,0.08282784459306536;101
0.20613618475398832,0.2062858601443527,0.03603925282911468,0.03662148998765074,0.05221895411919184,0.5449794137332852,0.003778545481178162,0.008515664572698079,0.7232150284362827,0.4266527484456501,0.20617008031318726,0.20687759743504686,0.038841320704896924,0.0405962563759733,0.04089674822061239,0.5662523522127229,0.004850123185992663,0.011222829968744776,0.6901159182053886,0.5032100256515379,0.20712935359138163,0.20769182563928087,0.034557735661933243,0.03587088833265394,0.04804016643413568,0.5528663956280084,0.0033169905367673473,0.008860618727899491,0.7376193667537787,0.537356365495939,0.20706468969696754,0.20747343819167616,0.038021537372514555,0.03867605728866715,0.037285514685435235,0.5662057001520868,0.00459704426719233,0.008950219495520844,0.701479434569264,0.5131137593059857,0.5801947936384186,0.405848705721625,0.7759906579209319,0.450531791088009,0.6831865544575657,0.06376713122912732,0.42067395590390283,0.10881189569012077,0.017745053089314497,0.014261017666444352,0.4878084647946402,0.07383117483237428;103
0.6477658325913691,0.647788730041281,0.06448282732387536,0.06451427356426342,0.004090031897800351,0.8188836409920759,0.006965635791359335,0.03383629767082776,0.26829509621188036,0.30165411031313616,0.6486734993243053,0.6485759000040334,0.06490086624042234,0.06465860719508214,0.003277706086129593,0.8314621211347444,0.011351420400292217,0.04659049548845701,0.24613576035659174,0.39369662917506476,0.6497783833788463,0.6496538178757933,0.06396663314489215,0.06388434505946625,0.0037833753837062632,0.8268342694766865,0.008507429812797524,0.03776722573041571,0.2671125114510051,0.40068210840328955,0.6490390547772282,0.6488942934532497,0.062058681579563735,0.06188804553533612,0.0029633376032579587,0.8253743979900737,0.008513705508475472,0.0375395064032211,0.2548963076282207,0.4056560274759823,0.8741087895866781,0.2838844727129514,0.4044991498664523,0.3398572203259437,0.6667365660039177,-0.025738299855067124,0.38422526963499637,0.05834123202484812,0.1898375094745558,0.5065865352608666,0.7849628790389019,0.6321527023068628;105
0.7123228733632472,0.7123770830029359,0.021863797394259765,0.021882440808420566,0.011133010449487083,0.7647148683446219,0.006234041276137309,0.032308272950627645,0.25164770727571667,0.5604681537861044,0.7135170534172407,0.7134061256426713,0.02191936435410789,0.021795739708333914,0.009542118374551866,0.7485402475798334,0.007302764313166258,0.03219037162635063,0.27850643934666375,0.6175722497186736,0.7147013205813924,0.7145324516111202,0.021370714984630407,0.02127186901689621,0.010010831903735414,0.7510145541660853,0.006486959530779096,0.029842690724495868,0.28940052789138004,0.5832702918164545,0.7148418657660542,0.7146235292002132,0.022086829482768112,0.021976031688570565,0.007791897537642956,0.765994066793504,0.008146852327961786,0.03526840695150014,0.24528980234514303,0.5627805793566648,0.927099555875919,0.3082986864442703,0.2989489653173203,0.49971141714287914,0.5934825660195618,-0.06483620394916846,0.338821836610524,0.03241633952503987,0.21707725546027304,0.580079854157907,0.8816235661106693,0.6992290813947304;107
0.4764434340239971,0.47641385882955,0.6345015222302123,0.6347047441372725,0.034690347116627225,0.6297635535930749,0.5515194243457245,0.5824825855691166,0.09252250378293682,0.01868077671056884,0.508974467939394,0.5092191330524081,0.6632671232012307,0.662743250548091,0.040587850859210496,0.6071763805172505,0.5686026296909737,0.5993791716763852,0.0951124773822738,0.031630034392179096,0.49312024432891305,0.4928731825351566,0.6492410041966796,0.6492060463040672,0.033708663977856636,0.6225750356670333,0.5447751106859322,0.5746596453888574,0.09254748087270166,0.03142299729874466,0.5428737696092172,0.5428997659495903,0.6689275899091853,0.6686951164043154,0.034343086494348786,0.6110333480268563,0.5541835319483803,0.6357963206146728,0.06279455780915259,0.033321223079919894,0.4448991923736831,0.3595561635928613,0.6851764893157478,0.4045217451180974,0.6614491374860852,0.08785918670572018,0.4278739872342214,0.16871146989307256,0.013289394960366912,0.02638576332258309,0.5013335707031391,0.09719394769799754;109
0.06239778469087624,0.06035907191738178,0.14484711867962358,0.13853839815879268,0.018899260956873137,0.5179120084942898,-0.00042286079507554636,-0.010557123491116531,0.546078656350115,0.14176912015331924,0.08332991713951368,0.07940298269554646,0.1995896514360045,0.18611565323599227,0.013568041136810774,0.5740204565161537,0.014180230800409878,0.02482394576287531,0.30845792035078395,0.12039995804363646,0.08976964885761739,0.08787602264304567,0.2062314466158372,0.1996308451428136,0.009773154602098174,0.6026782108932723,0.01879754869238341,0.03695636672375104,0.22735349249338976,0.07846131087722658,0.0815339885030891,0.08169225056704885,0.1842650475024676,0.1837873283881428,0.012702023139388936,0.5755024609743983,0.012393001645555065,0.018446291726907107,0.34299695255928114,0.1277630375143742,0.29058742713726693,0.575903212069522,1.077682472828107,0.6569070163891049,0.6666666670000007,0.2699834239825524,0.5594044339906996,0.3192511949366709,0.023696994260445466,0.0035503801676661237,0.48844377310385817,0.03016081478193356;111
0.6830727669275727,0.6831545922120064,0.050125005368919,0.05014717656276256,0.0027840710368477913,0.7768332823730508,0.0013033340034081518,0.013581565404879889,0.34647194542278775,0.29809209372782014,0.6824098418457549,0.6824376601021498,0.04853914368153485,0.04847340987878023,0.0017819139167970697,0.7854105384143368,0.0020812545525660886,0.014928218168897332,0.30310897494842765,0.45876833326768807,0.6837295898315051,0.683678969012765,0.047998304214347885,0.048071804971116835,0.0020272686580070404,0.7862480301302233,0.0015258397032915114,0.014119836523783711,0.3201650054424474,0.4494514080166592,0.6827377319194372,0.6826062730886473,0.04636905075423229,0.04637393083755313,0.0014458000298471952,0.7957761806957387,0.0022173572200510396,0.01543202910828237,0.28732273622940596,0.47840087086435296,0.8840967271260297,0.29171284482868576,0.3922172571712249,0.32300615546794065,0.7375638173076069,0.1084868243240807,0.4993196540997464,0.15110920301886532,0.11216710396034013,0.2705439523116744,0.5854802995513854,0.2810534480823174;113
0.6037176788339,0.6037298743434202,0.051415548594117864,0.051410257860583806,0.007218419719874556,0.7606222444049326,0.012785172720876817,0.03719662027224512,0.3229026557857525,0.3104459943891469,0.6048774747265487,0.6048430571903328,0.05251425989144233,0.052382255501173876,0.005668830379194988,0.7573949002654299,0.013724775181221638,0.037788392194006516,0.29480304636974347,0.41078036103318555,0.6073221510178688,0.6072587921884416,0.05299994684954711,0.05298242165068683,0.0059731004291482,0.765148424098203,0.014162009361332453,0.03939778870470824,0.2979391070142381,0.40184431610664945,0.6094185766312595,0.609343256851215,0.05637757238702046,0.05631575258716842,0.00465410275942108,0.774582355854218,0.015630877160750248,0.04428007504321123,0.26293893760879206,0.4178383678257482,0.8933473384060581,0.3091125680414898,0.3696366860405586,0.32951450082918243,0.7265650878045298,0.109213541920897,0.42646390672948137,0.10787151855138258,0.09798337106583153,0.20606380508515415,0.591275395552721,0.2153404645162166;115
0.2530349608788109,0.2529204373819524,0.05447997395873476,0.05426078773178741,0.00448734723652009,0.8124777083195189,0.006938012823129584,0.036524819774507944,0.28070465171806014,0.20905123373811876,0.24921087537478365,0.24987268628786782,0.04916050018204598,0.050336371479107384,0.0042614601347222185,0.797921162544846,0.0025313800499761527,0.03204998596552227,0.2904649092500458,0.2683607326840265,0.25122431627770986,0.2520126267256376,0.04728371121143371,0.04890302801974277,0.0042083982261811575,0.8078977133593628,0.003362163860301203,0.0320644462270154,0.26891768469263655,0.2933696080143907,0.2478169640264331,0.24869154407190486,0.04317581215087946,0.044765565374146554,0.003987738798386941,0.7984166516428091,0.0023956886400361226,0.028499228313920804,0.29165137223770365,0.2823456237081736,0.6057286453274331,0.5914095155866641,0.25535516783960766,0.6562463547914605,0.6699279359957186,0.15452953361089344,0.5234764987948396,0.23483575309474816,0.004784668003708048,0.09618990511568608,0.5664587886069272,0.1953239788172853;117
