001_0001;141.2282337;141.2272831;2155.49368;2155.284776;0.000245807;0.000245807;381.2956358;8.56025252;0.198140868;0.000422916;141.2282337;141.2272831;2155.49368;2155.284776;0.000245807;0.000245807;381.2956358;8.56025252;0.198140868;0.000422916;141.2282337;141.2272831;2155.49368;2155.284776;0.000245807;0.000245807;381.2956358;8.56025252;0.198140868;0.000422916;141.2282337;141.2272831;2155.49368;2155.284776;0.000245807;0.000245807;381.2956358;8.56025252;0.198140868;0.000422916;73;34.42382896;30.85362839;46.46261315;121;39.67366885;-26.06541712;50.98114876;152;36.22154055;-35.7625838;50.26335993;1;1;;0.693654568;0.693648419;0.144903779;0.144887832;0.001866834;0.001866834;0.007672669;0.029616621;0.324988758;0.203817044;0.693654568;0.693648419;0.144903779;0.144887832;0.001866834;0.001866834;0.007672669;0.029616621;0.324988758;0.203817044;0.693654568;0.693648419;0.144903779;0.144887832;0.001866834;0.001866834;0.007672669;0.029616621;0.324988758;0.203817044;0.693654568;0.693648419;0.144903779;0.144887832;0.001866834;0.001866834;0.007672669;0.029616621;0.324988758;0.203817044;0.584745763;0.609522978;0.761942592;0.688556945;0.675;0.7020817;0.268493836;0.710166014;0.76969697;0.609400553;0.177771512;0.716565815
001_0002;123.5297788;123.5297788;1405.645528;1405.645528;0.000298009;0.000298009;276.3881419;8.855325475;0.180230551;0.000641475;123.5297788;123.5297788;1405.645528;1405.645528;0.000298009;0.000298009;276.3881419;8.855325475;0.180230551;0.000641475;123.5297788;123.5297788;1405.645528;1405.645528;0.000298009;0.000298009;276.3881419;8.855325475;0.180230551;0.000641475;123.5297788;123.5297788;1405.645528;1405.645528;0.000298009;0.000298009;276.3881419;8.855325475;0.180230551;0.000641475;55;30.9354166;28.9813594;41.71589375;108;39.08964057;-9.224791357;50.86229201;163;31.68595904;-36.78472507;49.80068537;1;2;;0.579171419;0.579171419;0.087661456;0.087661456;0.002543226;0.002543226;0.005363887;0.03104525;0.295598483;0.285154741;0.579171419;0.579171419;0.087661456;0.087661456;0.002543226;0.002543226;0.005363887;0.03104525;0.295598483;0.285154741;0.579171419;0.579171419;0.087661456;0.087661456;0.002543226;0.002543226;0.005363887;0.03104525;0.295598483;0.285154741;0.579171419;0.579171419;0.087661456;0.087661456;0.002543226;0.002543226;0.005363887;0.03104525;0.295598483;0.285154741;0.43220339;0.539072886;0.739927036;0.604046818;0.59375;0.690508918;0.442805559;0.70828035;0.836363636;0.518969856;0.167445263;0.708922512
001_0003;140.6567356;140.7432248;1250.272548;1255.806155;0.000308278;0.000308278;199.9911041;8.311572633;0.170988803;0.000734374;140.6567356;140.7432248;1250.272548;1255.806155;0.000308278;0.000308278;199.9911041;8.311572633;0.170988803;0.000734374;140.6567356;140.7432248;1250.272548;1255.806155;0.000308278;0.000308278;199.9911041;8.311572633;0.170988803;0.000734374;140.6567356;140.7432248;1250.272548;1255.806155;0.000308278;0.000308278;199.9911041;8.311572633;0.170988803;0.000734374;34;29.47880595;32.64229521;43.09515952;130;38.50973903;-33.16052792;53.0224791;172;32.49615362;-44.00086086;58.11380673;1;3;;0.689957811;0.690517269;0.075800507;0.076222935;0.00267629;0.00267629;0.003682558;0.02841261;0.280433062;0.319727393;0.689957811;0.690517269;0.075800507;0.076222935;0.00267629;0.00267629;0.003682558;0.02841261;0.280433062;0.319727393;0.689957811;0.690517269;0.075800507;0.076222935;0.00267629;0.00267629;0.003682558;0.02841261;0.280433062;0.319727393;0.689957811;0.690517269;0.075800507;0.076222935;0.00267629;0.00267629;0.003682558;0.02841261;0.280433062;0.319727393;0.254237288;0.509655964;0.782975091;0.628603131;0.73125;0.679017909;0.195054702;0.742551758;0.890909091;0.535123564;0.094543779;0.846253824
001_0004;108.7813779;108.7813779;1223.710165;1223.710165;0.000647786;0.000647786;272.6881175;5.408572063;0.307373849;0.000726137;108.7813779;108.7813779;1223.710165;1223.710165;0.000647786;0.000647786;272.6881175;5.408572063;0.307373849;0.000726137;108.7813779;108.7813779;1223.710165;1223.710165;0.000647786;0.000647786;272.6881175;5.408572063;0.307373849;0.000726137;108.7813779;108.7813779;1223.710165;1223.710165;0.000647786;0.000647786;272.6881175;5.408572063;0.307373849;0.000726137;46;25.43619468;26.42401396;35.43696156;99;34.89985673;25.46335888;43.82601872;145;33.58571125;-24.0052072;40.78318856;1;4;;0.48377081;0.48377081;0.073772773;0.073772773;0.007075411;0.007075411;0.005282458;0.014357406;0.504236687;0.316662139;0.48377081;0.48377081;0.073772773;0.073772773;0.007075411;0.007075411;0.005282458;0.014357406;0.504236687;0.316662139;0.48377081;0.48377081;0.073772773;0.073772773;0.007075411;0.007075411;0.005282458;0.014357406;0.504236687;0.316662139;0.48377081;0.48377081;0.073772773;0.073772773;0.007075411;0.007075411;0.005282458;0.014357406;0.504236687;0.316662139;0.355932203;0.42801357;0.709855832;0.492257325;0.5375;0.607486474;0.801851077;0.596649743;0.727272727;0.556847229;0.29655118;0.55995504
001_0005;116.3971988;116.3971988;1658.542032;1658.542032;0.000248136;0.000248136;424.243544;10.50864128;0.164373385;0.000525825;116.3971988;116.3971988;1658.542032;1658.542032;0.000248136;0.000248136;424.243544;10.50864128;0.164373385;0.000525825;116.3971988;116.3971988;1658.542032;1658.542032;0.000248136;0.000248136;424.243544;10.50864128;0.164373385;0.000525825;116.3971988;116.3971988;1658.542032;1658.542032;0.000248136;0.000248136;424.243544;10.50864128;0.164373385;0.000525825;39;31.09662361;34.02823491;44.74860628;105;42.23742416;12.27158488;53.08709039;152;34.23448554;-35.41519133;50.03284762;1;5;;0.533034046;0.533034046;0.106967209;0.106967209;0.001897004;0.001897004;0.008617857;0.039049964;0.269577365;0.242115252;0.533034046;0.533034046;0.106967209;0.106967209;0.001897004;0.001897004;0.008617857;0.039049964;0.269577365;0.242115252;0.533034046;0.533034046;0.106967209;0.106967209;0.001897004;0.001897004;0.008617857;0.039049964;0.269577365;0.242115252;0.533034046;0.533034046;0.106967209;0.106967209;0.001897004;0.001897004;0.008617857;0.039049964;0.269577365;0.242115252;0.296610169;0.542328536;0.799272019;0.658040935;0.575;0.752883661;0.665307407;0.743576818;0.76969697;0.56978253;0.181281068;0.712757792
001_0006;139.4580645;139.4580645;1751.526431;1751.526431;0.00032306;0.00032306;342.6853564;7.486103777;0.224256195;0.000515079;139.4580645;139.4580645;1751.526431;1751.526431;0.00032306;0.00032306;342.6853564;7.486103777;0.224256195;0.000515079;139.4580645;139.4580645;1751.526431;1751.526431;0.00032306;0.00032306;342.6853564;7.486103777;0.224256195;0.000515079;139.4580645;139.4580645;1751.526431;1751.526431;0.00032306;0.00032306;342.6853564;7.486103777;0.224256195;0.000515079;73;29.76575213;22.22496448;39.01837488;124;37.88139385;-28.4440268;49.35606489;154;35.4541958;-34.18412222;48.4134616;1;6;;0.68220416;0.68220416;0.114065504;0.114065504;0.002867825;0.002867825;0.006822942;0.024416009;0.367843198;0.238116104;0.68220416;0.68220416;0.114065504;0.114065504;0.002867825;0.002867825;0.006822942;0.024416009;0.367843198;0.238116104;0.68220416;0.68220416;0.114065504;0.114065504;0.002867825;0.002867825;0.006822942;0.024416009;0.367843198;0.238116104;0.68220416;0.68220416;0.114065504;0.114065504;0.002867825;0.002867825;0.006822942;0.024416009;0.367843198;0.238116104;0.584745763;0.515450974;0.660480229;0.556020457;0.69375;0.666566968;0.243873638;0.684384028;0.781818182;0.594101187;0.193718024;0.686005817
001_0007;94.39020167;94.39020167;1367.075446;1367.075446;0.000499659;0.000499659;293.2148946;7.642567363;0.232509892;0.000653042;94.39020167;94.39020167;1367.075446;1367.075446;0.000499659;0.000499659;293.2148946;7.642567363;0.232509892;0.000653042;94.39020167;94.39020167;1367.075446;1367.075446;0.000499659;0.000499659;293.2148946;7.642567363;0.232509892;0.000653042;94.39020167;94.39020167;1367.075446;1367.075446;0.000499659;0.000499659;293.2148946;7.642567363;0.232509892;0.000653042;35;24.08318916;25.44741181;34.7188461;78;35.95830919;28.46543465;45.72699851;138;36.29049462;-27.70871495;48.24091696;1;7;;0.390680922;0.390680922;0.084717072;0.084717072;0.005156076;0.005156076;0.005734207;0.025173545;0.381387258;0.289459644;0.390680922;0.390680922;0.084717072;0.084717072;0.005156076;0.005156076;0.005734207;0.025173545;0.381387258;0.289459644;0.390680922;0.390680922;0.084717072;0.084717072;0.005156076;0.005156076;0.005734207;0.025173545;0.381387258;0.289459644;0.390680922;0.390680922;0.084717072;0.084717072;0.005156076;0.005156076;0.005734207;0.025173545;0.381387258;0.289459644;0.262711864;0.400689002;0.698372205;0.479472068;0.40625;0.628460184;0.832924566;0.626808823;0.684848485;0.610775363;0.25913625;0.68315541
001_0008;123.469437;123.469437;1402.066188;1402.066188;0.000302311;0.000302311;264.5625763;8.686135457;0.181794572;0.000645941;123.469437;123.469437;1402.066188;1402.066188;0.000302311;0.000302311;264.5625763;8.686135457;0.181794572;0.000645941;123.469437;123.469437;1402.066188;1402.066188;0.000302311;0.000302311;264.5625763;8.686135457;0.181794572;0.000645941;123.469437;123.469437;1402.066188;1402.066188;0.000302311;0.000302311;264.5625763;8.686135457;0.181794572;0.000645941;55;30.85449724;28.79281585;41.59256338;108;39.06404997;-10.59104501;50.83115482;163;31.76476035;-36.90308212;49.93117402;1;8;;0.578781096;0.578781096;0.087388214;0.087388214;0.00259898;0.00259898;0.005103633;0.030226098;0.298164993;0.286816951;0.578781096;0.578781096;0.087388214;0.087388214;0.00259898;0.00259898;0.005103633;0.030226098;0.298164993;0.286816951;0.578781096;0.578781096;0.087388214;0.087388214;0.00259898;0.00259898;0.005103633;0.030226098;0.298164993;0.286816951;0.578781096;0.578781096;0.087388214;0.087388214;0.00259898;0.00259898;0.005103633;0.030226098;0.298164993;0.286816951;0.43220339;0.537438683;0.737709998;0.601851056;0.59375;0.690001829;0.428663921;0.707786358;0.836363636;0.520541001;0.166249553;0.711078161
001_0009;145.2898117;145.3398745;1274.872077;1276.69885;0.00028152;0.00028152;202.0760959;8.60808632;0.161276474;0.000721754;145.2898117;145.3398745;1274.872077;1276.69885;0.00028152;0.00028152;202.0760959;8.60808632;0.161276474;0.000721754;145.2898117;145.3398745;1274.872077;1276.69885;0.00028152;0.00028152;202.0760959;8.60808632;0.161276474;0.000721754;145.2898117;145.3398745;1274.872077;1276.69885;0.00028152;0.00028152;202.0760959;8.60808632;0.161276474;0.000721754;39;30.09983389;30.24685212;41.53465807;133;38.96151948;-33.34531791;52.81810767;169;34.16138171;-43.06659952;56.09104645;1;9;;0.719927045;0.720250878;0.0776784;0.077817853;0.002329575;0.002329575;0.003728444;0.029848214;0.264495432;0.315030782;0.719927045;0.720250878;0.0776784;0.077817853;0.002329575;0.002329575;0.003728444;0.029848214;0.264495432;0.315030782;0.719927045;0.720250878;0.0776784;0.077817853;0.002329575;0.002329575;0.003728444;0.029848214;0.264495432;0.315030782;0.719927045;0.720250878;0.0776784;0.077817853;0.002329575;0.002329575;0.003728444;0.029848214;0.264495432;0.315030782;0.296610169;0.522197909;0.754807657;0.600820116;0.75;0.687970141;0.193142002;0.739309402;0.872727273;0.568324982;0.103982215;0.812838178
001_0010;106.5218377;106.5218377;1197.187936;1197.187936;0.000675544;0.000675544;254.9456625;5.188847965;0.312511736;0.000746352;106.5218377;106.5218377;1197.187936;1197.187936;0.000675544;0.000675544;254.9456625;5.188847965;0.312511736;0.000746352;106.5218377;106.5218377;1197.187936;1197.187936;0.000675544;0.000675544;254.9456625;5.188847965;0.312511736;0.000746352;106.5218377;106.5218377;1197.187936;1197.187936;0.000675544;0.000675544;254.9456625;5.188847965;0.312511736;0.000746352;45;25.07987241;26.07522593;34.96813727;97;34.51086785;25.38497468;43.37843477;143;33.7194306;-22.36045318;40.71925341;1;10;;0.469154886;0.469154886;0.071748105;0.071748105;0.007435089;0.007435089;0.004891986;0.013293587;0.5126678;0.324185031;0.469154886;0.469154886;0.071748105;0.071748105;0.007435089;0.007435089;0.004891986;0.013293587;0.5126678;0.324185031;0.469154886;0.469154886;0.071748105;0.071748105;0.007435089;0.007435089;0.004891986;0.013293587;0.5126678;0.324185031;0.469154886;0.469154886;0.071748105;0.071748105;0.007435089;0.007435089;0.004891986;0.013293587;0.5126678;0.324185031;0.347457627;0.420817478;0.705754518;0.483910423;0.525;0.599778485;0.801039748;0.589548815;0.715151515;0.559513334;0.313167415;0.558898843
