001_0001;140.2171509;140.2162127;2150.330309;2150.122242;0.000248051;0.000248051;200.0398722;7.621887875;0.200127758;0.000443434;140.2171509;140.2162127;2150.330309;2150.122242;0.000248051;0.000248051;200.0398722;7.621887875;0.200127758;0.000443434;140.2171509;140.2162127;2150.330309;2150.122242;0.000248051;0.000248051;200.0398722;7.621887875;0.200127758;0.000443434;140.2171509;140.2162127;2150.330309;2150.122242;0.000248051;0.000248051;200.0398722;7.621887875;0.200127758;0.000443434;173;24.41311123;-29.32724851;38.47515821;130;4;4.776856181;6.080539704;140;13.7113092;10.3352985;14.68195275;1;;0.688675395;0.688669315;0.176684504;0.176665078;0.013370989;0.013370989;0.005832768;0.038528291;0.275804676;0.184194632;0.688675395;0.688669315;0.176684504;0.176665078;0.013370989;0.013370989;0.005832768;0.038528291;0.275804676;0.184194632;0.688675395;0.688669315;0.176684504;0.176665078;0.013370989;0.013370989;0.005832768;0.038528291;0.275804676;0.184194632;0.688675395;0.688669315;0.176684504;0.176665078;0.013370989;0.013370989;0.005832768;0.038528291;0.275804676;0.184194632;0.765306122;0.42517189;0.339004059;0.474067763;0.705882353;0.25660012;0.493548883;0.253498822;0.288135593;0.428478413;0.641690424;0.398750107
001_0002;122.7388899;122.7387501;1434.775518;1434.749934;0.000356212;0.000356212;456.6649496;9.773380676;0.193540264;0.00058606;122.7388899;122.7387501;1434.775518;1434.749934;0.000356212;0.000356212;456.6649496;9.773380676;0.193540264;0.00058606;122.7388899;122.7387501;1434.775518;1434.749934;0.000356212;0.000356212;456.6649496;9.773380676;0.193540264;0.00058606;122.7388899;122.7387501;1434.775518;1434.749934;0.000356212;0.000356212;456.6649496;9.773380676;0.193540264;0.00058606;173;22.42766149;-28.7755161;38.48016546;131;5.656854249;7.255841507;9.276751581;137;14.89966443;15.99739541;19.23071051;1;;0.57539454;0.575393634;0.10987872;0.109876331;0.02321799;0.02321799;0.013912735;0.053747975;0.263502246;0.238437741;0.57539454;0.575393634;0.10987872;0.109876331;0.02321799;0.02321799;0.013912735;0.053747975;0.263502246;0.238437741;0.57539454;0.575393634;0.10987872;0.109876331;0.02321799;0.02321799;0.013912735;0.053747975;0.263502246;0.238437741;0.57539454;0.575393634;0.10987872;0.109876331;0.02321799;0.02321799;0.013912735;0.053747975;0.263502246;0.238437741;0.765306122;0.386391008;0.344567587;0.474135319;0.735294118;0.362887369;0.580307269;0.386749485;0.237288136;0.465614513;0.744398247;0.531320192
001_0003;141.0199596;141.111105;1278.568601;1284.459587;0.000305693;0.000305693;201.0387046;8.386190687;0.170329743;0.000719121;141.0199596;141.111105;1278.568601;1284.459587;0.000305693;0.000305693;201.0387046;8.386190687;0.170329743;0.000719121;141.0199596;141.111105;1278.568601;1284.459587;0.000305693;0.000305693;201.0387046;8.386190687;0.170329743;0.000719121;141.0199596;141.111105;1278.568601;1284.459587;0.000305693;0.000305693;201.0387046;8.386190687;0.170329743;0.000719121;178;25.07987241;-34.48020989;46.13760612;129;5.291502622;8.056886203;10.73837132;154;27.05549852;17.40987681;28.82210174;1;;0.693878593;0.694469329;0.095294895;0.095844891;0.01861874;0.01861874;0.005864217;0.043934977;0.220155593;0.289043233;0.693878593;0.694469329;0.095294895;0.095844891;0.01861874;0.01861874;0.005864217;0.043934977;0.220155593;0.289043233;0.693878593;0.694469329;0.095294895;0.095844891;0.01861874;0.01861874;0.005864217;0.043934977;0.220155593;0.289043233;0.693878593;0.694469329;0.095294895;0.095844891;0.01861874;0.01861874;0.005864217;0.043934977;0.220155593;0.289043233;0.816326531;0.438195431;0.287042921;0.577445945;0.676470588;0.339450051;0.608341862;0.447684682;0.525423729;0.845484329;0.770020008;0.810853995
001_0004;108.2833337;108.2833337;1215.870495;1215.870495;0.000645344;0.000645344;185.8683062;4.970678204;0.309223805;0.000759592;108.2833337;108.2833337;1215.870495;1215.870495;0.000645344;0.000645344;185.8683062;4.970678204;0.309223805;0.000759592;108.2833337;108.2833337;1215.870495;1215.870495;0.000645344;0.000645344;185.8683062;4.970678204;0.309223805;0.000759592;108.2833337;108.2833337;1215.870495;1215.870495;0.000645344;0.000645344;185.8683062;4.970678204;0.309223805;0.000759592;168;19.94993734;-14.4273016;25.03866222;131;3.872983346;4.198336454;5.634626495;143;16.21727474;11.39603843;17.79647107;1;;0.48170457;0.48170457;0.089441261;0.089441261;0.049540637;0.049540637;0.005386569;0.019773605;0.479546268;0.304435166;0.48170457;0.48170457;0.089441261;0.089441261;0.049540637;0.049540637;0.005386569;0.019773605;0.479546268;0.304435166;0.48170457;0.48170457;0.089441261;0.089441261;0.049540637;0.049540637;0.005386569;0.019773605;0.479546268;0.304435166;0.48170457;0.48170457;0.089441261;0.089441261;0.049540637;0.049540637;0.005386569;0.019773605;0.479546268;0.304435166;0.714285714;0.337994755;0.489251294;0.292788811;0.735294118;0.248451997;0.473302117;0.234908618;0.338983051;0.506789836;0.660931756;0.489520375
001_0005;116.1346419;116.1346419;1653.965432;1653.965432;0.00024804;0.00024804;340.8051617;10.1281897;0.165440607;0.000542317;116.1346419;116.1346419;1653.965432;1653.965432;0.00024804;0.00024804;340.8051617;10.1281897;0.165440607;0.000542317;116.1346419;116.1346419;1653.965432;1653.965432;0.00024804;0.00024804;340.8051617;10.1281897;0.165440607;0.000542317;116.1346419;116.1346419;1653.965432;1653.965432;0.00024804;0.00024804;340.8051617;10.1281897;0.165440607;0.000542317;167;26.2488095;-30.75068851;41.52613866;129;4.472135955;6.903435942;9.07284203;138;18.46618531;20.8576924;24.85880839;1;;0.532590805;0.532590805;0.130342777;0.130342777;0.013370066;0.013370066;0.010264833;0.056257897;0.211024918;0.221801451;0.532590805;0.532590805;0.130342777;0.130342777;0.013370066;0.013370066;0.010264833;0.056257897;0.211024918;0.221801451;0.532590805;0.532590805;0.130342777;0.130342777;0.013370066;0.013370066;0.010264833;0.056257897;0.211024918;0.221801451;0.532590805;0.532590805;0.130342777;0.130342777;0.013370066;0.013370066;0.010264833;0.056257897;0.211024918;0.221801451;0.704081633;0.461027745;0.324650456;0.515230172;0.676470588;0.286887655;0.567973942;0.378248459;0.254237288;0.577068291;0.832561791;0.695346825
001_0006;138.0859524;138.0859524;1779.988626;1779.988626;0.000323655;0.000323655;160.527251;6.533606042;0.227801075;0.000536468;138.0859524;138.0859524;1779.988626;1779.988626;0.000323655;0.000323655;160.527251;6.533606042;0.227801075;0.000536468;138.0859524;138.0859524;1779.988626;1779.988626;0.000323655;0.000323655;160.527251;6.533606042;0.227801075;0.000536468;138.0859524;138.0859524;1779.988626;1779.988626;0.000323655;0.000323655;160.527251;6.533606042;0.227801075;0.000536468;174;23.83275058;-28.10167119;36.74083906;130;3.605551275;4.326748711;5.410597226;140;13.26649916;9.25991146;14.06145639;1;;0.67486258;0.67486258;0.142108582;0.142108582;0.020254058;0.020254058;0.004588694;0.030829773;0.327485794;0.219577213;0.67486258;0.67486258;0.142108582;0.142108582;0.020254058;0.020254058;0.004588694;0.030829773;0.327485794;0.219577213;0.67486258;0.67486258;0.142108582;0.142108582;0.020254058;0.020254058;0.004588694;0.030829773;0.327485794;0.219577213;0.67486258;0.67486258;0.142108582;0.142108582;0.020254058;0.020254058;0.004588694;0.030829773;0.327485794;0.219577213;0.775510204;0.41383597;0.351362466;0.450669136;0.705882353;0.231296222;0.47779623;0.225568797;0.288135593;0.414578099;0.622183399;0.380666213
001_0007;95.80733716;95.8088441;1421.337612;1421.658877;0.000503706;0.000503706;393.8134539;8.333755534;0.238687388;0.000606036;95.80733716;95.8088441;1421.337612;1421.658877;0.000503706;0.000503706;393.8134539;8.333755534;0.238687388;0.000606036;95.80733716;95.8088441;1421.337612;1421.658877;0.000503706;0.000503706;393.8134539;8.333755534;0.238687388;0.000606036;95.80733716;95.8088441;1421.337612;1421.658877;0.000503706;0.000503706;393.8134539;8.333755534;0.238687388;0.000606036;158;26.11512971;-26.88289474;39.76585047;131;6.782329983;8.358678393;10.02490679;137;15.55634919;16.76018538;19.89219397;1;;0.400844606;0.400854373;0.108624127;0.108654121;0.036645903;0.036645903;0.011933825;0.04356405;0.347816456;0.246035081;0.400844606;0.400854373;0.108624127;0.108654121;0.036645903;0.036645903;0.011933825;0.04356405;0.347816456;0.246035081;0.400844606;0.400854373;0.108624127;0.108654121;0.036645903;0.036645903;0.011933825;0.04356405;0.347816456;0.246035081;0.400844606;0.400854373;0.108624127;0.108654121;0.036645903;0.036645903;0.011933825;0.04356405;0.347816456;0.246035081;0.612244898;0.458416638;0.363652294;0.491481183;0.735294118;0.435086671;0.618903846;0.417940214;0.237288136;0.486135912;0.758234905;0.550598625
001_0008;122.5351812;122.535338;1417.090663;1417.117779;0.000364545;0.000364545;416.6043606;9.410188408;0.195925934;0.000601938;122.5351812;122.535338;1417.090663;1417.117779;0.000364545;0.000364545;416.6043606;9.410188408;0.195925934;0.000601938;122.5351812;122.535338;1417.090663;1417.117779;0.000364545;0.000364545;416.6043606;9.410188408;0.195925934;0.000601938;122.5351812;122.535338;1417.090663;1417.117779;0.000364545;0.000364545;416.6043606;9.410188408;0.195925934;0.000601938;173;22.4053565;-28.75537392;38.46069598;131;5.656854249;7.249504524;9.268598944;137;14.89966443;15.98435972;19.21941667;1;;0.574074255;0.574075271;0.108227622;0.108230154;0.023976679;0.023976679;0.012651408;0.051178748;0.267957588;0.244476362;0.574074255;0.574075271;0.108227622;0.108230154;0.023976679;0.023976679;0.012651408;0.051178748;0.267957588;0.244476362;0.574074255;0.574075271;0.108227622;0.108230154;0.023976679;0.023976679;0.012651408;0.051178748;0.267957588;0.244476362;0.574074255;0.574075271;0.108227622;0.108230154;0.023976679;0.023976679;0.012651408;0.051178748;0.267957588;0.244476362;0.765306122;0.385955334;0.344770696;0.473872646;0.735294118;0.362887369;0.580085491;0.3864096;0.237288136;0.465614513;0.744161786;0.530991042
001_0009;146.1779954;146.2546158;1341.373677;1345.863499;0.000278545;0.000278545;225.7515112;8.924775199;0.16056783;0.000681735;146.1779954;146.2546158;1341.373677;1345.863499;0.000278545;0.000278545;225.7515112;8.924775199;0.16056783;0.000681735;146.1779954;146.2546158;1341.373677;1345.863499;0.000278545;0.000278545;225.7515112;8.924775199;0.16056783;0.000681735;146.1779954;146.2546158;1341.373677;1345.863499;0.000278545;0.000278545;225.7515112;8.924775199;0.16056783;0.000681735;179;23.8117618;-31.74868244;42.08918347;130;5.196152423;7.657413748;10.33480718;153;26.0959767;17.13502619;28.03532849;1;;0.727309076;0.727805672;0.101158517;0.101577696;0.016147236;0.016147236;0.006642312;0.04774493;0.201924796;0.274824613;0.727309076;0.727805672;0.101158517;0.101577696;0.016147236;0.016147236;0.006642312;0.04774493;0.201924796;0.274824613;0.727309076;0.727805672;0.101158517;0.101577696;0.016147236;0.016147236;0.006642312;0.04774493;0.201924796;0.274824613;0.727309076;0.727805672;0.101158517;0.101577696;0.016147236;0.016147236;0.006642312;0.04774493;0.201924796;0.274824613;0.826530612;0.413426006;0.314586942;0.522826511;0.705882353;0.333333333;0.59436131;0.430860018;0.508474576;0.815499272;0.765034344;0.787924087
001_0010;105.9297287;105.9289869;1198.897951;1198.797698;0.000670585;0.000670585;180.9902347;4.808631712;0.314929426;0.00077117;105.9297287;105.9289869;1198.897951;1198.797698;0.000670585;0.000670585;180.9902347;4.808631712;0.314929426;0.00077117;105.9297287;105.9289869;1198.897951;1198.797698;0.000670585;0.000670585;180.9902347;4.808631712;0.314929426;0.00077117;105.9297287;105.9289869;1198.897951;1198.797698;0.000670585;0.000670585;180.9902347;4.808631712;0.314929426;0.00077117;167;20.37154879;-14.40805876;25.47928798;131;4;4.254320865;5.691069274;143;16.15549442;11.13873866;17.61359185;1;;0.466450285;0.466445477;0.087856666;0.087847307;0.051838566;0.051838566;0.005232981;0.018627286;0.490201762;0.308838236;0.466450285;0.466445477;0.087856666;0.087847307;0.051838566;0.051838566;0.005232981;0.018627286;0.490201762;0.308838236;0.466450285;0.466445477;0.087856666;0.087847307;0.051838566;0.051838566;0.005232981;0.018627286;0.490201762;0.308838236;0.466450285;0.466445477;0.087856666;0.087847307;0.051838566;0.051838566;0.005232981;0.018627286;0.490201762;0.308838236;0.704081633;0.346229898;0.489445334;0.298733529;0.735294118;0.25660012;0.475261433;0.237261728;0.338983051;0.504859201;0.656264457;0.484190499
