001_0066;0.604762998;0.604814689;0.128875775;0.128943254;0.023039815;0.023039815;0.008987109;0.044544085;0.302490798;0.226383767;0.604762998;0.604814689;0.128875775;0.128943254;0.023039815;0.023039815;0.008987109;0.044544085;0.302490798;0.226383767;0.604762998;0.604814689;0.128875775;0.128943254;0.023039815;0.023039815;0.008987109;0.044544085;0.302490798;0.226383767;0.604762998;0.604814689;0.128875775;0.128943254;0.023039815;0.023039815;0.008987109;0.044544085;0.302490798;0.226383767;0.775510204;0.343825597;0.396926808;0.385755554;0.735294118;0.222222222;0.464138386;0.222341713;0.305084746;0.330718914;0.360023435;0.311456604;1
001_0067;0.629593211;0.629593211;0.101785169;0.101785169;0.028320976;0.028320976;0.009387594;0.040636055;0.319328829;0.264920449;0.629593211;0.629593211;0.101785169;0.101785169;0.028320976;0.028320976;0.009387594;0.040636055;0.319328829;0.264920449;0.629593211;0.629593211;0.101785169;0.101785169;0.028320976;0.028320976;0.009387594;0.040636055;0.319328829;0.264920449;0.629593211;0.629593211;0.101785169;0.101785169;0.028320976;0.028320976;0.009387594;0.040636055;0.319328829;0.264920449;0.795918367;0.319440063;0.404071379;0.370145791;0.735294118;0.351364184;0.576254396;0.384868909;0.254237288;0.428478413;0.697144417;0.462147773;1
001_0068;0.556821424;0.556821424;0.173248414;0.173248414;0.028729234;0.028729234;0.028145206;0.083166141;0.266899206;0.156810295;0.556821424;0.556821424;0.173248414;0.173248414;0.028729234;0.028729234;0.028145206;0.083166141;0.266899206;0.156810295;0.556821424;0.556821424;0.173248414;0.173248414;0.028729234;0.028729234;0.028145206;0.083166141;0.266899206;0.156810295;0.556821424;0.556821424;0.173248414;0.173248414;0.028729234;0.028729234;0.028145206;0.083166141;0.266899206;0.156810295;0.734693878;0.31112263;0.477018552;0.285162354;0.676470588;0.25660012;0.53796382;0.328226134;0.220338983;0.390312375;0.693794624;0.438756353;1
001_0069;0.669757871;0.66980108;0.109224665;0.109262182;0.028614452;0.028614452;0.008090181;0.037328594;0.34384459;0.256541983;0.669757871;0.66980108;0.109224665;0.109262182;0.028614452;0.028614452;0.008090181;0.037328594;0.34384459;0.256541983;0.669757871;0.66980108;0.109224665;0.109262182;0.028614452;0.028614452;0.008090181;0.037328594;0.34384459;0.256541983;0.669757871;0.66980108;0.109224665;0.109262182;0.028614452;0.028614452;0.008090181;0.037328594;0.34384459;0.256541983;0.806122449;0.307954002;0.415305334;0.358578477;0.735294118;0.222222222;0.467086179;0.226614335;0.305084746;0.332192057;0.361158358;0.311634489;1
001_0070;0.629034296;0.629031784;0.101470232;0.101464732;0.028651181;0.028651181;0.009156074;0.039927627;0.321943004;0.266241728;0.629034296;0.629031784;0.101470232;0.101464732;0.028651181;0.028651181;0.009156074;0.039927627;0.321943004;0.266241728;0.629034296;0.629031784;0.101470232;0.101464732;0.028651181;0.028651181;0.009156074;0.039927627;0.321943004;0.266241728;0.629034296;0.629031784;0.101470232;0.101464732;0.028651181;0.028651181;0.009156074;0.039927627;0.321943004;0.266241728;0.795918367;0.318925692;0.404715561;0.36928181;0.735294118;0.351364184;0.575104961;0.382839277;0.254237288;0.431883593;0.700371462;0.466860072;1
001_0071;0.435866475;0.435866475;0.121262681;0.121262681;0.041650467;0.041650467;0.020241727;0.049982821;0.369700872;0.208249812;0.435866475;0.435866475;0.121262681;0.121262681;0.041650467;0.041650467;0.020241727;0.049982821;0.369700872;0.208249812;0.435866475;0.435866475;0.121262681;0.121262681;0.041650467;0.041650467;0.020241727;0.049982821;0.369700872;0.208249812;0.435866475;0.435866475;0.121262681;0.121262681;0.041650467;0.041650467;0.020241727;0.049982821;0.369700872;0.208249812;0.663265306;0.366792519;0.460618126;0.345680229;0.705882353;0.25660012;0.518712411;0.301352278;0.254237288;0.427337323;0.690384119;0.443920688;1
001_0072;0.436838005;0.436838005;0.124890947;0.124890947;0.041130764;0.041130764;0.021085288;0.052526202;0.364077176;0.202781481;0.436838005;0.436838005;0.124890947;0.124890947;0.041130764;0.041130764;0.021085288;0.052526202;0.364077176;0.202781481;0.436838005;0.436838005;0.124890947;0.124890947;0.041130764;0.041130764;0.021085288;0.052526202;0.364077176;0.202781481;0.436838005;0.436838005;0.124890947;0.124890947;0.041130764;0.041130764;0.021085288;0.052526202;0.364077176;0.202781481;0.663265306;0.36633642;0.459386725;0.345329354;0.705882353;0.25660012;0.518325404;0.300493124;0.254237288;0.426193178;0.689740305;0.442517437;1
001_0073;0.439308361;0.439308361;0.123252231;0.123252231;0.041110587;0.041110587;0.020698602;0.051260942;0.366058198;0.205226935;0.439308361;0.439308361;0.123252231;0.123252231;0.041110587;0.041110587;0.020698602;0.051260942;0.366058198;0.205226935;0.439308361;0.439308361;0.123252231;0.123252231;0.041110587;0.041110587;0.020698602;0.051260942;0.366058198;0.205226935;0.439308361;0.439308361;0.123252231;0.123252231;0.041110587;0.041110587;0.020698602;0.051260942;0.366058198;0.205226935;0.663265306;0.365422725;0.461661567;0.345302613;0.705882353;0.264497349;0.520624482;0.30399418;0.254237288;0.425045953;0.688405741;0.441307819;1
001_0074;0.640601687;0.640603999;0.10020835;0.100213561;0.02345335;0.02345335;0.00907907;0.04606976;0.264711536;0.268710461;0.640601687;0.640603999;0.10020835;0.100213561;0.02345335;0.02345335;0.00907907;0.04606976;0.264711536;0.268710461;0.640601687;0.640603999;0.10020835;0.100213561;0.02345335;0.02345335;0.00907907;0.04606976;0.264711536;0.268710461;0.640601687;0.640603999;0.10020835;0.100213561;0.02345335;0.02345335;0.00907907;0.04606976;0.264711536;0.268710461;0.806122449;0.353357178;0.3696635;0.419366608;0.735294118;0.368513866;0.585517672;0.393800011;0.288135593;0.508713144;0.732068331;0.532613733;1
001_0075;0.640688682;0.640688682;0.100081685;0.100081685;0.023853209;0.023853209;0.00872629;0.044786827;0.269336922;0.270144937;0.640688682;0.640688682;0.100081685;0.100081685;0.023853209;0.023853209;0.00872629;0.044786827;0.269336922;0.270144937;0.640688682;0.640688682;0.100081685;0.100081685;0.023853209;0.023853209;0.00872629;0.044786827;0.269336922;0.270144937;0.640688682;0.640688682;0.100081685;0.100081685;0.023853209;0.023853209;0.00872629;0.044786827;0.269336922;0.270144937;0.806122449;0.354298028;0.369216732;0.41990723;0.735294118;0.368513866;0.585517672;0.39372579;0.288135593;0.506789836;0.729860356;0.529761604;1
001_0076;0.640872911;0.640871359;0.100072018;0.100068534;0.024121405;0.024121405;0.008667849;0.04417451;0.270342523;0.27036507;0.640872911;0.640871359;0.100072018;0.100068534;0.024121405;0.024121405;0.008667849;0.04417451;0.270342523;0.27036507;0.640872911;0.640871359;0.100072018;0.100068534;0.024121405;0.024121405;0.008667849;0.04417451;0.270342523;0.27036507;0.640872911;0.640871359;0.100072018;0.100068534;0.024121405;0.024121405;0.008667849;0.04417451;0.270342523;0.27036507;0.806122449;0.354298028;0.368911658;0.42028943;0.735294118;0.368513866;0.585517672;0.393738163;0.288135593;0.508713144;0.732608457;0.53311161;1
002_0066;0.718345859;0.718738851;0.233015328;0.233291756;0.053345662;0.053345662;0.127126079;0.275498371;0.049192379;0.052071061;0.718345859;0.718738851;0.233015328;0.233291756;0.053345662;0.053345662;0.127126079;0.275498371;0.049192379;0.052071061;0.718345859;0.718738851;0.233015328;0.233291756;0.053345662;0.053345662;0.127126079;0.275498371;0.049192379;0.052071061;0.718345859;0.718738851;0.233015328;0.233291756;0.053345662;0.053345662;0.127126079;0.275498371;0.049192379;0.052071061;0.836734694;0.296088787;0.424617702;0.335554716;0.647058824;0.06415003;0.4163592;0.163056375;0.118644068;0.192637938;0.616643429;0.316134059;2
002_0067;0.717252178;0.717198393;0.236495442;0.236341633;0.055109396;0.055109396;0.137491809;0.28904587;0.038233188;0.04482799;0.717252178;0.717198393;0.236495442;0.236341633;0.055109396;0.055109396;0.137491809;0.28904587;0.038233188;0.04482799;0.717252178;0.717198393;0.236495442;0.236341633;0.055109396;0.055109396;0.137491809;0.28904587;0.038233188;0.04482799;0.717252178;0.717198393;0.236495442;0.236341633;0.055109396;0.055109396;0.137491809;0.28904587;0.038233188;0.04482799;0.846938776;0.293335244;0.418891554;0.339429704;0.647058824;0.06415003;0.406495035;0.143660904;0.118644068;0.190086329;0.617841117;0.317137469;2
002_0068;0.744401079;0.744302181;0.230303054;0.230069762;0.056391462;0.056391462;0.130236114;0.283096707;0.040729298;0.048766357;0.744401079;0.744302181;0.230303054;0.230069762;0.056391462;0.056391462;0.130236114;0.283096707;0.040729298;0.048766357;0.744401079;0.744302181;0.230303054;0.230069762;0.056391462;0.056391462;0.130236114;0.283096707;0.040729298;0.048766357;0.744401079;0.744302181;0.230303054;0.230069762;0.056391462;0.056391462;0.130236114;0.283096707;0.040729298;0.048766357;0.846938776;0.281521969;0.433596876;0.319024205;0.647058824;0.06415003;0.401770585;0.136226008;0.118644068;0.184877493;0.61230573;0.306014215;2
002_0069;0.841728895;0.841347161;0.159006354;0.159345183;0.032005748;0.032005748;0.077555089;0.215365716;0.026133841;0.087000793;0.841728895;0.841347161;0.159006354;0.159345183;0.032005748;0.032005748;0.077555089;0.215365716;0.026133841;0.087000793;0.841728895;0.841347161;0.159006354;0.159345183;0.032005748;0.032005748;0.077555089;0.215365716;0.026133841;0.087000793;0.841728895;0.841347161;0.159006354;0.159345183;0.032005748;0.032005748;0.077555089;0.215365716;0.026133841;0.087000793;0.87755102;0.224553619;0.468711099;0.257408608;0.647058824;0.090721842;0.401770585;0.125835547;0.169491525;0.25;0.604877439;0.263305681;2
002_0070;0.798470042;0.798070499;0.195148005;0.195552635;0.043365999;0.043365999;0.110505837;0.262229816;0.026221965;0.05603315;0.798470042;0.798070499;0.195148005;0.195552635;0.043365999;0.043365999;0.110505837;0.262229816;0.026221965;0.05603315;0.798470042;0.798070499;0.195148005;0.195552635;0.043365999;0.043365999;0.110505837;0.262229816;0.026221965;0.05603315;0.798470042;0.798070499;0.195148005;0.195552635;0.043365999;0.043365999;0.110505837;0.262229816;0.026221965;0.05603315;0.867346939;0.230700445;0.473774276;0.247972167;0.647058824;0.090721842;0.4086616;0.133770479;0.152542373;0.214239206;0.591021038;0.237758676;2
002_0071;0.805921598;0.805835123;0.19072894;0.191221753;0.042771935;0.042771935;0.107722916;0.258357624;0.027806606;0.057506145;0.805921598;0.805835123;0.19072894;0.191221753;0.042771935;0.042771935;0.107722916;0.258357624;0.027806606;0.057506145;0.805921598;0.805835123;0.19072894;0.191221753;0.042771935;0.042771935;0.107722916;0.258357624;0.027806606;0.057506145;0.805921598;0.805835123;0.19072894;0.191221753;0.042771935;0.042771935;0.107722916;0.258357624;0.027806606;0.057506145;0.867346939;0.222474052;0.481529582;0.239376602;0.647058824;0.090721842;0.41071972;0.134397056;0.152542373;0.216506351;0.591233309;0.237159029;2
002_0072;0.837094295;0.836992686;0.142565886;0.142557158;0.00733404;0.00733404;0.05024969;0.172835316;0.009924138;0.132481595;0.837094295;0.836992686;0.142565886;0.142557158;0.00733404;0.00733404;0.05024969;0.172835316;0.009924138;0.132481595;0.837094295;0.836992686;0.142565886;0.142557158;0.00733404;0.00733404;0.05024969;0.172835316;0.009924138;0.132481595;0.837094295;0.836992686;0.142565886;0.142557158;0.00733404;0.00733404;0.05024969;0.172835316;0.009924138;0.132481595;0.846938776;0.274579537;0.444171106;0.295554789;0.647058824;0.090721842;0.406495035;0.133453861;0.186440678;0.272431184;0.61411581;0.295376445;2
002_0073;0.847858001;0.847685286;0.141332558;0.141312424;0.004849693;0.004849693;0.04736351;0.168589995;0.007171824;0.138185966;0.847858001;0.847685286;0.141332558;0.141312424;0.004849693;0.004849693;0.04736351;0.168589995;0.007171824;0.138185966;0.847858001;0.847685286;0.141332558;0.141312424;0.004849693;0.004849693;0.04736351;0.168589995;0.007171824;0.138185966;0.847858001;0.847685286;0.141332558;0.141312424;0.004849693;0.004849693;0.04736351;0.168589995;0.007171824;0.138185966;0.836734694;0.291672518;0.435026314;0.313838393;0.647058824;0.090721842;0.4086616;0.136523772;0.186440678;0.28125;0.621971583;0.307347636;2
002_0074;0.848890126;0.848513177;0.140521833;0.140570079;0.005345557;0.005345557;0.045977797;0.164095419;0.011201704;0.141019933;0.848890126;0.848513177;0.140521833;0.140570079;0.005345557;0.005345557;0.045977797;0.164095419;0.011201704;0.141019933;0.848890126;0.848513177;0.140521833;0.140570079;0.005345557;0.005345557;0.045977797;0.164095419;0.011201704;0.141019933;0.848890126;0.848513177;0.140521833;0.140570079;0.005345557;0.005345557;0.045977797;0.164095419;0.011201704;0.141019933;0.836734694;0.291672518;0.435645242;0.311863884;0.647058824;0.090721842;0.406495035;0.134084866;0.186440678;0.279508497;0.620113004;0.303435956;2
002_0075;0.76264487;0.762655713;0.128248239;0.128257007;0;0;0.044665153;0.157544564;0.014308516;0.146255552;0.76264487;0.762655713;0.128248239;0.128257007;0;0;0.044665153;0.157544564;0.014308516;0.146255552;0.76264487;0.762655713;0.128248239;0.128257007;0;0;0.044665153;0.157544564;0.014308516;0.146255552;0.76264487;0.762655713;0.128248239;0.128257007;0;0;0.044665153;0.157544564;0.014308516;0.146255552;0.826530612;0.292227653;0.43858578;0.309358497;0.647058824;0.06415003;0.401770585;0.128763913;0.152542373;0.268822665;0.641463728;0.333600408;2
002_0076;0.773918628;0.773930836;0.128607199;0.12861814;0.000240668;0.000240668;0.046038086;0.16087212;0.011473353;0.143088014;0.773918628;0.773930836;0.128607199;0.12861814;0.000240668;0.000240668;0.046038086;0.16087212;0.011473353;0.143088014;0.773918628;0.773930836;0.128607199;0.12861814;0.000240668;0.000240668;0.046038086;0.16087212;0.011473353;0.143088014;0.773918628;0.773930836;0.128607199;0.12861814;0.000240668;0.000240668;0.046038086;0.16087212;0.011473353;0.143088014;0.826530612;0.288322675;0.444936535;0.299582925;0.647058824;0.06415003;0.399168487;0.123497026;0.152542373;0.26331718;0.637285727;0.325903405;2
003_0066;0.868776855;0.868298252;0.040090119;0.039601856;0.105752974;0.105752974;0.028039744;0.083211753;0.31953209;0.203765272;0.868776855;0.868298252;0.040090119;0.039601856;0.105752974;0.105752974;0.028039744;0.083211753;0.31953209;0.203765272;0.868776855;0.868298252;0.040090119;0.039601856;0.105752974;0.105752974;0.028039744;0.083211753;0.31953209;0.203765272;0.868776855;0.868298252;0.040090119;0.039601856;0.105752974;0.105752974;0.028039744;0.083211753;0.31953209;0.203765272;0.928571429;0.127340461;0.531755953;0.149986837;0.647058824;0.090721842;0.381925803;0.096746067;0.169491525;0.304587323;0.633094519;0.353549585;3
003_0067;0.856207662;0.855948835;0.045543554;0.045302306;0.106241707;0.106241707;0.031337043;0.089562154;0.311212485;0.179829433;0.856207662;0.855948835;0.045543554;0.045302306;0.106241707;0.106241707;0.031337043;0.089562154;0.311212485;0.179829433;0.856207662;0.855948835;0.045543554;0.045302306;0.106241707;0.106241707;0.031337043;0.089562154;0.311212485;0.179829433;0.856207662;0.855948835;0.045543554;0.045302306;0.106241707;0.106241707;0.031337043;0.089562154;0.311212485;0.179829433;0.93877551;0.127340461;0.527220734;0.149807881;0.647058824;0.06415003;0.376845858;0.093222087;0.169491525;0.29481191;0.626847802;0.342842926;3
003_0068;0.845481719;0.845267116;0.050525027;0.050307692;0.101055085;0.101055085;0.034175552;0.096523691;0.293410185;0.163566082;0.845481719;0.845267116;0.050525027;0.050307692;0.101055085;0.101055085;0.034175552;0.096523691;0.293410185;0.163566082;0.845481719;0.845267116;0.050525027;0.050307692;0.101055085;0.101055085;0.034175552;0.096523691;0.293410185;0.163566082;0.845481719;0.845267116;0.050525027;0.050307692;0.101055085;0.101055085;0.034175552;0.096523691;0.293410185;0.163566082;0.93877551;0.131553243;0.522575101;0.159442886;0.647058824;0.06415003;0.376845858;0.095901042;0.169491525;0.29481191;0.62980108;0.344316351;3
003_0069;0.765594285;0.764798686;0.217566105;0.216588549;0.08210752;0.08210752;0.063127232;0.157470173;0.267231266;0.105221768;0.765594285;0.764798686;0.217566105;0.216588549;0.08210752;0.08210752;0.063127232;0.157470173;0.267231266;0.105221768;0.765594285;0.764798686;0.217566105;0.216588549;0.08210752;0.08210752;0.063127232;0.157470173;0.267231266;0.105221768;0.765594285;0.764798686;0.217566105;0.216588549;0.08210752;0.08210752;0.063127232;0.157470173;0.267231266;0.105221768;0.724489796;0.495930094;0.346912481;0.460989072;0.647058824;0.12830006;0.444031538;0.189845773;0.101694915;0.286410981;0.674787798;0.427190981;3
003_0070;0.766051425;0.765146721;0.216177066;0.215032986;0.083789691;0.083789691;0.060343607;0.153253792;0.275345868;0.107967754;0.766051425;0.765146721;0.216177066;0.215032986;0.083789691;0.083789691;0.060343607;0.153253792;0.275345868;0.107967754;0.766051425;0.765146721;0.216177066;0.215032986;0.083789691;0.083789691;0.060343607;0.153253792;0.275345868;0.107967754;0.766051425;0.765146721;0.216177066;0.215032986;0.083789691;0.083789691;0.060343607;0.153253792;0.275345868;0.107967754;0.724489796;0.500440091;0.343536129;0.464855037;0.647058824;0.12830006;0.445054727;0.191048426;0.101694915;0.288110764;0.674378111;0.4276988;3
003_0071;0.766511453;0.766051483;0.243545119;0.243006981;0.086295072;0.086295072;0.08815558;0.22292614;0.101136166;0.083088895;0.766511453;0.766051483;0.243545119;0.243006981;0.086295072;0.086295072;0.08815558;0.22292614;0.101136166;0.083088895;0.766511453;0.766051483;0.243545119;0.243006981;0.086295072;0.086295072;0.08815558;0.22292614;0.101136166;0.083088895;0.766511453;0.766051483;0.243545119;0.243006981;0.086295072;0.086295072;0.08815558;0.22292614;0.101136166;0.083088895;0.785714286;0.37312649;0.41549716;0.356211439;0.647058824;0.111111111;0.442990237;0.203077083;0.118644068;0.270632939;0.699150549;0.480407464;3
003_0072;0.765134164;0.764704529;0.24542593;0.244885817;0.083330961;0.083330961;0.088998077;0.225979766;0.094880895;0.082458004;0.765134164;0.764704529;0.24542593;0.244885817;0.083330961;0.083330961;0.088998077;0.225979766;0.094880895;0.082458004;0.765134164;0.764704529;0.24542593;0.244885817;0.083330961;0.083330961;0.088998077;0.225979766;0.094880895;0.082458004;0.765134164;0.764704529;0.24542593;0.244885817;0.083330961;0.083330961;0.088998077;0.225979766;0.094880895;0.082458004;0.775510204;0.380251595;0.415803355;0.366306006;0.647058824;0.111111111;0.444031538;0.207188801;0.118644068;0.272431184;0.700535524;0.484029086;3
003_0073;0.766678735;0.76615728;0.247064972;0.24643215;0.083929359;0.083929359;0.092478403;0.230664868;0.09718584;0.079946338;0.766678735;0.76615728;0.247064972;0.24643215;0.083929359;0.083929359;0.092478403;0.230664868;0.09718584;0.079946338;0.766678735;0.76615728;0.247064972;0.24643215;0.083929359;0.083929359;0.092478403;0.230664868;0.09718584;0.079946338;0.766678735;0.76615728;0.247064972;0.24643215;0.083929359;0.083929359;0.092478403;0.230664868;0.09718584;0.079946338;0.785714286;0.377148929;0.411044363;0.364104964;0.647058824;0.111111111;0.442990237;0.205556251;0.118644068;0.272431184;0.70050273;0.483783339;3
003_0074;0.818137195;0.818181937;0.223860891;0.223886364;0.070541157;0.070541157;0.073541563;0.19918761;0.095132666;0.095380773;0.818137195;0.818181937;0.223860891;0.223886364;0.070541157;0.070541157;0.073541563;0.19918761;0.095132666;0.095380773;0.818137195;0.818181937;0.223860891;0.223886364;0.070541157;0.070541157;0.073541563;0.19918761;0.095132666;0.095380773;0.818137195;0.818181937;0.223860891;0.223886364;0.070541157;0.070541157;0.073541563;0.19918761;0.095132666;0.095380773;0.785714286;0.366792519;0.419502192;0.35545646;0.647058824;0.090721842;0.430050744;0.187827043;0.118644068;0.248039185;0.686430262;0.463815415;3
